chrom:genomepos	wtdmso	mtdmso
chr15:74923722-unmod	42	39
chr15:74923758-mod	6	10
chr15:74923758-unmod	36	31
chr15:79313982-mod	2	3
chr15:79313982-unmod	16	21
chr15:79322026-mod	2	2
chr15:79322026-unmod	15	24
chr15:79322062-mod	3	2
chr15:79322062-unmod	12	12
chr15:79322442-mod	7	2
chr15:79322442-unmod	10	24
chr15:79322521-mod	5	8
chr15:79322521-unmod	13	27
chr15:79322689-mod	7	2
chr15:79322689-unmod	7	22
chr15:79322743-mod	1	5
chr15:79322743-unmod	15	21
chr15:79322754-mod	3	3
chr15:79322754-unmod	15	32
chr15:82536759-mod	6	34
chr15:82536759-unmod	18	95
chr15:82536809-mod	4	12
chr15:82536809-unmod	101	442
chr15:82536879-mod	2	3
chr15:82536879-unmod	104	494
chr15:82538330-mod	2	13
chr15:82538330-unmod	79	353
chr15:82540043-mod	8	28
chr15:82540043-unmod	96	461
chr15:82540437-mod	1	6
chr15:82540437-unmod	49	114
chr15:84669819-mod	3	3
chr15:84669819-unmod	17	7
chr15:84680778-mod	3	2
chr15:84680778-unmod	17	10
chr15:84691568-mod	2	2
chr15:84691568-unmod	20	11
chr15:88899078-mod	1	1
chr15:88899078-unmod	20	22
chr15:88899125-mod	2	3
chr15:88899125-unmod	12	29
chr15:88899669-mod	3	3
chr15:88899669-unmod	7	9
chr15:88899695-mod	2	4
chr15:88899695-unmod	8	8
chr15:90228629-mod	4	5
chr15:90228629-unmod	26	12
chr15:90228649-mod	3	1
chr15:90228649-unmod	26	16
chr15:90228944-mod	2	3
chr15:90228944-unmod	28	13
chr15:90229048-mod	3	3
chr15:90229048-unmod	25	13
chr15:90229217-mod	6	2
chr15:90229217-unmod	23	11
chr15:90229279-mod	22	9
chr15:90229279-unmod	12	7
chr15:90229318-mod	3	2
chr15:90229318-unmod	30	13
chr15:90229346-mod	5	4
chr15:90229346-unmod	27	12
chr15:90229382-mod	21	11
chr15:90229382-unmod	10	6
chr15:90229416-mod	2	1
chr15:90229416-unmod	28	15
chr15:90229462-mod	12	4
chr15:90229462-unmod	22	10
chr15:90229477-mod	9	4
chr15:90229477-unmod	23	11
chr15:90229481-mod	8	6
chr15:90229481-unmod	23	11
chr15_KI270850v1_alt:161432-mod	2	7
chr15_KI270850v1_alt:161432-unmod	8	17
chr16:11548159-mod	3	5
chr16:11548159-unmod	9	5
chr16:11548320-mod	4	3
chr16:11548320-unmod	6	7
chr16:11548403-mod	8	2
chr16:11548403-unmod	3	8
chr16:1314021-mod	6	10
chr16:1314021-unmod	4	29
chr16:1314028-mod	3	9
chr16:1314028-unmod	8	29
chr16:1314335-mod	2	7
chr16:1314335-unmod	8	31
chr16:1314344-mod	1	15
chr16:1314344-unmod	10	24
chr16:1315653-mod	3	11
chr16:1315653-unmod	8	29
chr16:1324841-mod	2	3
chr16:1324841-unmod	9	33
chr16:1349330-mod	6	5
chr16:1349330-unmod	9	5
chr16:1349376-mod	6	5
chr16:1349376-unmod	10	5
chr16:1349569-mod	1	2
chr16:1349569-unmod	14	9
chr16:1350173-mod	1	2
chr16:1350173-unmod	13	9
chr16:14895851-mod	6	7
chr16:14895851-unmod	4	4
chr16:1772173-mod	7	17
chr16:1772173-unmod	7	9
chr16:1772210-mod	1	1
chr16:1772210-unmod	13	27
chr16:1772280-mod	1	6
chr16:1772280-unmod	13	19
chr16:1772481-mod	6	13
chr16:1772481-unmod	7	13
chr16:1772638-mod	2	2
chr16:1772638-unmod	11	22
chr16:1772644-mod	1	3
chr16:1772644-unmod	13	22
chr16:1773009-mod	1	1
chr16:1773009-unmod	10	10
chr16:1773042-mod	2	3
chr16:1773042-unmod	12	10
chr16:1788583-mod	2	3
chr16:1788583-unmod	8	21
chr16:1788600-mod	1	2
chr16:1788600-unmod	9	22
chr16:1789138-mod	3	5
chr16:1789138-unmod	7	23
chr16:18782968-mod	4	13
chr16:18782968-unmod	13	19
chr16:18783044-mod	5	7
chr16:18783044-unmod	264	362
chr16:18783066-mod	12	12
chr16:18783066-unmod	243	359
chr16:18783088-mod	9	9
chr16:18783088-unmod	222	293
chr16:18784782-mod	1	2
chr16:18784782-unmod	237	328
chr16:18788084-mod	32	33
chr16:18788084-unmod	267	365
chr16:18788111-mod	10	13
chr16:18788111-unmod	276	369
chr16:1961630-mod	3	2
chr16:1961630-unmod	14	10
chr16:1961802-mod	4	1
chr16:1961802-unmod	16	12
chr16:1961943-mod	5	1
chr16:1961943-unmod	14	13
chr16:1962126-mod	40	82
chr16:1962126-unmod	1161	1375
chr16:1962153-mod	11	9
chr16:1962153-unmod	1282	1519
chr16:1962167-mod	19	28
chr16:1962167-unmod	1405	1640
chr16:1962204-mod	45	55
chr16:1962204-unmod	1377	1625
chr16:1962225-mod	41	45
chr16:1962225-unmod	1261	1492
chr16:1962240-mod	95	158
chr16:1962240-unmod	1146	1312
chr16:1962543-mod	223	303
chr16:1962543-unmod	1028	1274
chr16:1962652-mod	35	62
chr16:1962652-unmod	1263	1460
chr16:1962769-mod	18	37
chr16:1962769-unmod	1340	1579
chr16:1962889-mod	98	122
chr16:1962889-unmod	1203	1442
chr16:1963177-mod	9	13
chr16:1963177-unmod	1208	1431
chr16:1964327-mod	20	31
chr16:1964327-unmod	1138	1372
chr16:1964563-mod	130	198
chr16:1964563-unmod	916	1128
chr16:2175331-mod	5	13
chr16:2175331-unmod	6	12
chr16:2175840-mod	1	3
chr16:2175840-unmod	9	10
chr16:2175855-mod	2	4
chr16:2175855-unmod	8	22
chr16:2175908-mod	3	1
chr16:2175908-unmod	17	12
chr16:2176565-mod	7	7
chr16:2176565-unmod	15	20
chr16:2176606-mod	5	4
chr16:2176606-unmod	17	28
chr16:2176884-mod	2	3
chr16:2176884-unmod	10	27
chr16:21957310-mod	2	2
chr16:21957310-unmod	11	12
chr16:21957516-mod	3	1
chr16:21957516-unmod	12	17
chr16:21962828-mod	1	2
chr16:21962828-unmod	12	19
chr16:21968646-mod	1	3
chr16:21968646-unmod	13	17
chr16:21971558-mod	1	3
chr16:21971558-unmod	12	13
chr16:21973930-mod	5	4
chr16:21973930-unmod	23	17
chr16:21983143-mod	2	3
chr16:21983143-unmod	21	11
chr16:21983318-mod	2	2
chr16:21983318-unmod	24	16
chr16:2240060-mod	8	3
chr16:2240060-unmod	21	7
chr16:23581113-mod	5	3
chr16:23581113-unmod	18	17
chr16:23587223-mod	5	2
chr16:23587223-unmod	8	18
chr16:23596151-mod	1	1
chr16:23596151-unmod	12	19
chr16:2519810-mod	9	11
chr16:2519810-unmod	17	16
chr16:2519928-mod	6	5
chr16:2519928-unmod	18	18
chr16:2772004-mod	43	24
chr16:2772004-unmod	99	93
chr16:2772026-mod	12	15
chr16:2772026-unmod	125	100
chr16:2775528-mod	3	1
chr16:2775528-unmod	130	100
chr16:2775551-mod	4	1
chr16:2775551-unmod	115	97
chr16:2777052-mod	50	41
chr16:2777052-unmod	94	78
chr16:2777096-mod	2	1
chr16:2777096-unmod	114	102
chr16:28734541-mod	8	8
chr16:28734541-unmod	18	56
chr16:28734579-mod	3	6
chr16:28734579-unmod	22	57
chr16:28734636-mod	1	2
chr16:28734636-unmod	28	72
chr16:28734802-mod	1	2
chr16:28734802-unmod	26	65
chr16:28734833-mod	3	7
chr16:28734833-unmod	27	71
chr16:28735182-mod	2	2
chr16:28735182-unmod	28	73
chr16:28735236-mod	6	6
chr16:28735236-unmod	27	68
chr16:28735281-mod	1	3
chr16:28735281-unmod	32	78
chr16:28735430-mod	1	2
chr16:28735430-unmod	28	56
chr16:28842854-mod	5	2
chr16:28842854-unmod	21	10
chr16:28843006-mod	6	5
chr16:28843006-unmod	42	29
chr16:28843045-mod	7	9
chr16:28843045-unmod	43	28
chr16:28843125-mod	2	3
chr16:28843125-unmod	47	34
chr16:28843776-mod	7	3
chr16:28843776-unmod	44	31
chr16:28844016-mod	12	5
chr16:28844016-unmod	25	18
chr16:28844249-mod	8	4
chr16:28844249-unmod	40	32
chr16:28844260-mod	1	2
chr16:28844260-unmod	40	32
chr16:28844468-mod	2	1
chr16:28844468-unmod	39	31
chr16:28844543-mod	1	3
chr16:28844543-unmod	23	25
chr16:28844784-mod	13	7
chr16:28844784-unmod	29	28
chr16:28844793-mod	14	7
chr16:28844793-unmod	26	26
chr16:28844809-mod	20	9
chr16:28844809-unmod	21	24
chr16:28844830-mod	3	2
chr16:28844830-unmod	39	31
chr16:28845929-mod	5	1
chr16:28845929-unmod	35	18
chr16:29963278-mod	3	2
chr16:29963278-unmod	7	10
chr16:29963400-mod	5	2
chr16:29963400-unmod	9	13
chr16:29963456-mod	3	1
chr16:29963456-unmod	12	11
chr16:29963511-mod	4	5
chr16:29963511-unmod	25	12
chr16:29963546-mod	2	2
chr16:29963546-unmod	28	15
chr16:29968077-mod	8	8
chr16:29968077-unmod	22	22
chr16:29968086-mod	1	4
chr16:29968086-unmod	28	26
chr16:29971533-mod	3	6
chr16:29971533-unmod	14	20
chr16:30067235-mod	57	60
chr16:30067235-unmod	272	289
chr16:30067278-mod	8	15
chr16:30067278-unmod	316	352
chr16:30067488-mod	20	21
chr16:30067488-unmod	309	343
chr16:30067500-mod	166	172
chr16:30067500-unmod	194	249
chr16:30067529-mod	2	5
chr16:30067529-unmod	345	387
chr16:30067548-mod	224	245
chr16:30067548-unmod	130	146
chr16:30068649-mod	3	3
chr16:30068649-unmod	377	430
chr16:30068675-mod	41	57
chr16:30068675-unmod	376	428
chr16:30068687-mod	8	8
chr16:30068687-unmod	399	474
chr16:30068868-mod	43	60
chr16:30068868-unmod	370	437
chr16:30068905-mod	47	52
chr16:30068905-unmod	378	416
chr16:30069351-mod	7	2
chr16:30069351-unmod	381	454
chr16:30069357-mod	43	53
chr16:30069357-unmod	385	452
chr16:30069380-mod	22	17
chr16:30069380-unmod	381	432
chr16:30069529-mod	20	23
chr16:30069529-unmod	461	527
chr16:30069924-mod	43	52
chr16:30069924-unmod	464	521
chr16:30069988-mod	89	76
chr16:30069988-unmod	449	526
chr16:30070330-mod	48	59
chr16:30070330-unmod	441	476
chr16:30070396-mod	12	10
chr16:30070396-unmod	362	419
chr16:3021271-mod	12	11
chr16:3021271-unmod	86	28
chr16:3021619-mod	8	2
chr16:3021619-unmod	112	51
chr16:3021989-mod	32	15
chr16:3021989-unmod	116	53
chr16:3022029-mod	1	1
chr16:3022029-unmod	56	27
chr16:3022069-mod	4	1
chr16:3022069-unmod	128	49
chr16:3022075-mod	21	17
chr16:3022075-unmod	122	52
chr16:3022083-mod	45	17
chr16:3022083-unmod	108	54
chr16:3022146-mod	19	3
chr16:3022146-unmod	131	70
chr16:3022230-mod	8	3
chr16:3022230-unmod	141	69
chr16:3022241-mod	1	2
chr16:3022241-unmod	69	25
chr16:3022651-mod	8	5
chr16:3022651-unmod	32	10
chr16:3022725-mod	19	3
chr16:3022725-unmod	22	11
chr16:3022788-mod	2	3
chr16:3022788-unmod	33	20
chr16:3022851-mod	12	6
chr16:3022851-unmod	18	8
chr16:3022878-mod	3	1
chr16:3022878-unmod	34	24
chr16:3023260-mod	1	1
chr16:3023260-unmod	37	14
chr16:3023325-mod	6	3
chr16:3023325-unmod	32	22
chr16:3023865-mod	2	1
chr16:3023865-unmod	24	15
chr16:31111921-mod	2	2
chr16:31111921-unmod	10	9
chr16:31112015-mod	1	2
chr16:31112015-unmod	9	12
chr16:31112264-mod	2	1
chr16:31112264-unmod	8	11
chr16:31112319-mod	2	2
chr16:31112319-unmod	11	13
chr16:31112381-mod	1	2
chr16:31112381-unmod	11	13
chr16:31112456-mod	1	2
chr16:31112456-unmod	11	11
chr16:31112523-mod	2	1
chr16:31112523-unmod	9	10
chr16:3658108-mod	2	8
chr16:3658108-unmod	11	25
chr16:3658200-mod	3	2
chr16:3658200-unmod	11	30
chr16:3665993-mod	2	1
chr16:3665993-unmod	9	18
chr16:3671760-mod	3	3
chr16:3671760-unmod	7	17
chr16:56434790-mod	1	1
chr16:56434790-unmod	14	10
chr16:56446676-mod	3	5
chr16:56446676-unmod	9	5
chr16:56447870-mod	3	2
chr16:56447870-unmod	8	8
chr16:56608609-mod	30	24
chr16:56608609-unmod	233	198
chr16:56608994-mod	21	13
chr16:56608994-unmod	218	185
chr16:56609361-mod	70	65
chr16:56609361-unmod	74	54
chr16:56609427-mod	18	15
chr16:56609427-unmod	232	203
chr16:56609433-mod	15	19
chr16:56609433-unmod	263	235
chr16:56609491-mod	16	13
chr16:56609491-unmod	65	72
chr16:56625801-mod	21	33
chr16:56625801-unmod	117	194
chr16:56625855-mod	3	3
chr16:56625855-unmod	142	224
chr16:56626978-mod	11	8
chr16:56626978-unmod	143	231
chr16:56627005-mod	8	14
chr16:56627005-unmod	143	236
chr16:56627083-mod	33	48
chr16:56627083-unmod	102	173
chr16:56627087-mod	6	7
chr16:56627087-unmod	118	214
chr16:56627096-mod	1	1
chr16:56627096-unmod	127	218
chr16:56627105-mod	7	26
chr16:56627105-unmod	71	123
chr16:56682516-mod	25	28
chr16:56682516-unmod	194	107
chr16:56682544-mod	8	3
chr16:56682544-unmod	208	127
chr16:56684056-mod	5	3
chr16:56684056-unmod	213	124
chr16:56684096-mod	1	4
chr16:56684096-unmod	212	126
chr16:56684134-mod	10	5
chr16:56684134-unmod	169	106
chr16:56684192-mod	2	2
chr16:56684192-unmod	79	52
chr16:58707179-mod	3	10
chr16:58707179-unmod	37	71
chr16:58707343-mod	4	7
chr16:58707343-unmod	8	32
chr16:58707419-mod	11	33
chr16:58707419-unmod	31	46
chr16:58707482-mod	1	4
chr16:58707482-unmod	41	67
chr16:58707735-mod	1	2
chr16:58707735-unmod	36	60
chr16:58707842-mod	5	11
chr16:58707842-unmod	36	61
chr16:58707954-mod	4	10
chr16:58707954-unmod	31	55
chr16:58708001-mod	7	15
chr16:58708001-unmod	29	49
chr16:58708011-mod	6	12
chr16:58708011-unmod	32	58
chr16:58708100-mod	5	7
chr16:58708100-unmod	27	46
chr16:58708145-mod	7	12
chr16:58708145-unmod	31	55
chr16:58709419-mod	21	30
chr16:58709419-unmod	14	35
chr16:58709520-mod	1	1
chr16:58709520-unmod	28	51
chr16:58716037-mod	9	13
chr16:58716037-unmod	17	37
chr16:58716676-mod	4	5
chr16:58716676-unmod	28	55
chr16:58716717-mod	14	32
chr16:58716717-unmod	16	26
chr16:58718225-mod	6	5
chr16:58718225-unmod	24	49
chr16:58718238-mod	3	3
chr16:58718238-unmod	21	34
chr16:58718554-mod	3	1
chr16:58718554-unmod	23	47
chr16:58718575-mod	1	1
chr16:58718575-unmod	29	46
chr16:58719227-mod	8	13
chr16:58719227-unmod	20	33
chr16:58722174-mod	3	6
chr16:58722174-unmod	22	44
chr16:58722191-mod	2	17
chr16:58722191-unmod	21	31
chr16:58722221-mod	3	6
chr16:58722221-unmod	22	35
chr16:58722246-mod	1	3
chr16:58722246-unmod	23	42
chr16:58723830-mod	1	4
chr16:58723830-unmod	22	42
chr16:58723874-mod	1	1
chr16:58723874-unmod	10	44
chr16:635319-mod	1	1
chr16:635319-unmod	9	11
chr16:66932251-mod	2	1
chr16:66932251-unmod	14	10
chr16:66932296-mod	1	1
chr16:66932296-unmod	16	13
chr16:682171-mod	1	3
chr16:682171-unmod	27	28
chr16:682379-mod	1	1
chr16:682379-unmod	26	32
chr16:682387-mod	3	4
chr16:682387-unmod	25	25
chr16:682402-mod	4	3
chr16:682402-unmod	21	29
chr16:682410-mod	2	3
chr16:682410-unmod	28	31
chr16:682481-mod	5	9
chr16:682481-unmod	24	26
chr16:682607-mod	17	27
chr16:682607-unmod	9	4
chr16:682614-mod	21	20
chr16:682614-unmod	6	11
chr16:68680988-mod	1	1
chr16:68680988-unmod	9	9
chr16:68687537-mod	2	1
chr16:68687537-unmod	39	20
chr16:68687568-mod	2	1
chr16:68687568-unmod	27	14
chr16:68687637-mod	16	7
chr16:68687637-unmod	21	11
chr16:68687646-mod	3	4
chr16:68687646-unmod	23	27
chr16:68687652-mod	4	3
chr16:68687652-unmod	34	16
chr16:68687697-mod	2	1
chr16:68687697-unmod	34	33
chr16:68691722-mod	6	2
chr16:68691722-unmod	35	32
chr16:68691870-mod	4	2
chr16:68691870-unmod	30	21
chr16:68695338-mod	5	6
chr16:68695338-unmod	40	31
chr16:68695380-mod	8	6
chr16:68695380-unmod	44	36
chr16:68695777-mod	2	5
chr16:68695777-unmod	50	35
chr16:68698191-mod	4	3
chr16:68698191-unmod	50	37
chr16:68698212-mod	1	1
chr16:68698212-unmod	57	41
chr16:68698423-mod	8	10
chr16:68698423-unmod	45	35
chr16:68698481-mod	28	26
chr16:68698481-unmod	31	18
chr16:68698524-mod	2	4
chr16:68698524-unmod	60	44
chr16:68698595-mod	3	5
chr16:68698595-unmod	51	39
chr16:68698713-mod	41	34
chr16:68698713-unmod	13	12
chr16:68698717-mod	12	6
chr16:68698717-unmod	42	34
chr16:68698728-mod	36	31
chr16:68698728-unmod	26	22
chr16:68698747-mod	3	7
chr16:68698747-unmod	56	33
chr16:68698988-mod	12	7
chr16:68698988-unmod	47	33
chr16:68699010-mod	13	7
chr16:68699010-unmod	47	41
chr16:68699027-mod	2	2
chr16:68699027-unmod	13	9
chr16:69710909-mod	12	10
chr16:69710909-unmod	46	63
chr16:69711000-mod	13	10
chr16:69711000-unmod	48	60
chr16:69711105-mod	3	4
chr16:69711105-unmod	60	69
chr16:69711111-mod	5	4
chr16:69711111-unmod	49	58
chr16:69711145-mod	1	2
chr16:69711145-unmod	51	69
chr16:69711232-mod	2	1
chr16:69711232-unmod	59	70
chr16:69711242-mod	5	6
chr16:69711242-unmod	51	60
chr16:69713055-mod	5	1
chr16:69713055-unmod	55	70
chr16:69714972-mod	4	5
chr16:69714972-unmod	47	60
chr16:69714979-mod	1	1
chr16:69714979-unmod	45	53
chr16:69718161-mod	4	2
chr16:69718161-unmod	48	64
chr16:69718231-mod	4	8
chr16:69718231-unmod	52	66
chr16:69718240-mod	5	7
chr16:69718240-unmod	49	67
chr16:69718248-mod	7	7
chr16:69718248-unmod	44	57
chr16:69718404-mod	14	13
chr16:69718404-unmod	38	53
chr16:69718419-mod	5	3
chr16:69718419-unmod	45	63
chr16:69726452-mod	9	14
chr16:69726452-unmod	35	47
chr16:70252401-mod	9	11
chr16:70252401-unmod	8	5
chr16:70252518-mod	2	1
chr16:70252518-unmod	32	22
chr16:70252599-mod	7	4
chr16:70252599-unmod	26	18
chr16:70252605-mod	8	10
chr16:70252605-unmod	21	11
chr16:70252637-mod	12	12
chr16:70252637-unmod	5	10
chr16:70252724-mod	4	10
chr16:70252724-unmod	28	12
chr16:70253949-mod	1	1
chr16:70253949-unmod	11	14
chr16:70253955-mod	1	1
chr16:70253955-unmod	12	17
chr16:70253986-mod	2	3
chr16:70253986-unmod	9	15
chr16:715891-mod	4	1
chr16:715891-unmod	21	22
chr16:717193-mod	6	6
chr16:717193-unmod	18	24
chr16:717204-mod	4	4
chr16:717204-unmod	23	24
chr16:717452-mod	4	9
chr16:717452-unmod	22	20
chr16:717465-mod	11	3
chr16:717465-unmod	9	13
chr16:75577352-mod	1	4
chr16:75577352-unmod	9	8
chr16:75577765-mod	1	2
chr16:75577765-unmod	9	9
chr16:75577807-mod	2	1
chr16:75577807-unmod	8	9
chr16:83809352-mod	1	1
chr16:83809352-unmod	12	13
chr16:83809380-mod	6	4
chr16:83809380-unmod	9	23
chr16:83811588-mod	3	2
chr16:83811588-unmod	13	24
chr16:83811610-mod	1	3
chr16:83811610-unmod	11	21
chr16:84565635-mod	7	1
chr16:84565635-unmod	37	23
chr16:84565651-mod	7	3
chr16:84565651-unmod	40	20
chr16:84565979-mod	4	4
chr16:84565979-unmod	39	16
chr16:84566783-mod	2	1
chr16:84566783-unmod	15	11
chr16:85799710-mod	2	2
chr16:85799710-unmod	45	34
chr16:85804990-mod	5	5
chr16:85804990-unmod	96	93
chr16:85805771-mod	27	17
chr16:85805771-unmod	70	83
chr16:85806803-mod	5	6
chr16:85806803-unmod	99	94
chr16:85806815-mod	13	13
chr16:85806815-unmod	87	81
chr16:85806845-mod	11	10
chr16:85806845-unmod	92	96
chr16:85806961-mod	5	3
chr16:85806961-unmod	97	92
chr16:85806986-mod	4	2
chr16:85806986-unmod	26	29
chr16:87830037-mod	5	3
chr16:87830037-unmod	207	157
chr16:87830132-mod	9	3
chr16:87830132-unmod	229	174
chr16:87830167-mod	9	11
chr16:87830167-unmod	183	144
chr16:87830435-mod	8	6
chr16:87830435-unmod	137	120
chr16:87830473-mod	31	25
chr16:87830473-unmod	186	141
chr16:87830486-mod	105	86
chr16:87830486-unmod	105	83
chr16:87830505-mod	14	11
chr16:87830505-unmod	191	159
chr16:87830556-mod	40	24
chr16:87830556-unmod	150	133
chr16:87830596-mod	9	7
chr16:87830596-unmod	174	137
chr16:87830863-mod	24	28
chr16:87830863-unmod	78	67
chr16:87831037-mod	40	31
chr16:87831037-unmod	113	88
chr16:87831095-mod	87	73
chr16:87831095-unmod	60	50
chr16:87831136-mod	7	7
chr16:87831136-unmod	128	104
chr16:87831151-mod	74	84
chr16:87831151-unmod	60	33
chr16:87831155-mod	115	92
chr16:87831155-unmod	13	16
chr16:87831174-mod	12	19
chr16:87831174-unmod	120	100
chr16:87831199-mod	50	37
chr16:87831199-unmod	61	46
chr16:87831240-mod	35	23
chr16:87831240-unmod	93	81
chr16:87831263-mod	5	3
chr16:87831263-unmod	87	66
chr16:87831267-mod	39	51
chr16:87831267-unmod	61	30
chr16:87831309-mod	3	2
chr16:87831309-unmod	123	107
chr16:87831344-mod	8	7
chr16:87831344-unmod	107	96
chr16:87831351-mod	68	66
chr16:87831351-unmod	55	33
chr16:87831362-mod	65	54
chr16:87831362-unmod	61	59
chr16:87831401-mod	18	14
chr16:87831401-unmod	89	82
chr16:87831488-mod	1	2
chr16:87831488-unmod	93	80
chr16:87831684-mod	21	17
chr16:87831684-unmod	85	78
chr16:87831805-mod	5	6
chr16:87831805-unmod	87	84
chr16:87831893-mod	1	1
chr16:87831893-unmod	85	80
chr16:87832119-mod	1	2
chr16:87832119-unmod	68	68
chr16:87832132-mod	1	3
chr16:87832132-unmod	67	70
chr16:87832288-mod	4	3
chr16:87832288-unmod	58	67
chr16:87832328-mod	3	7
chr16:87832328-unmod	46	52
chr16:87832335-mod	33	42
chr16:87832335-unmod	24	21
chr16:87832422-mod	4	9
chr16:87832422-unmod	51	54
chr16:87832482-mod	12	11
chr16:87832482-unmod	44	51
chr16:87832509-mod	10	9
chr16:87832509-unmod	34	45
chr16:87832526-mod	11	21
chr16:87832526-unmod	33	24
chr16:87832544-mod	2	6
chr16:87832544-unmod	51	56
chr16:87832551-mod	13	9
chr16:87832551-unmod	45	51
chr16:87832771-mod	10	11
chr16:87832771-unmod	42	48
chr16:87832810-mod	6	10
chr16:87832810-unmod	47	49
chr16:87832902-mod	16	19
chr16:87832902-unmod	31	38
chr16:87834586-mod	7	16
chr16:87834586-unmod	26	28
chr16:87836612-mod	3	1
chr16:87836612-unmod	29	32
chr16:87838815-mod	6	8
chr16:87838815-unmod	29	33
chr16:87839766-mod	5	6
chr16:87839766-unmod	25	27
chr16:87841108-mod	3	4
chr16:87841108-unmod	32	36
chr16:87851830-mod	9	15
chr16:87851830-unmod	16	23
chr16:87869238-mod	2	2
chr16:87869238-unmod	13	15
chr16:88809514-mod	5	3
chr16:88809514-unmod	41	44
chr16:88809599-mod	2	5
chr16:88809599-unmod	51	50
chr16:88809626-mod	3	1
chr16:88809626-unmod	42	50
chr16:88809762-mod	3	2
chr16:88809762-unmod	31	38
chr16:88809837-mod	1	4
chr16:88809837-unmod	39	42
chr16:88810109-mod	2	1
chr16:88810109-unmod	48	47
chr16:88810503-mod	5	3
chr16:88810503-unmod	41	44
chr16:88811632-mod	2	1
chr16:88811632-unmod	43	45
chr16:89561008-mod	182	187
chr16:89561008-unmod	818	874
chr16:89561607-mod	29	38
chr16:89561607-unmod	1073	1193
chr16:89561641-mod	70	76
chr16:89561641-unmod	1131	1218
chr16:89561699-mod	8	5
chr16:89561699-unmod	1262	1378
chr16:89561743-mod	94	80
chr16:89561743-unmod	1176	1296
chr16:89562342-mod	251	299
chr16:89562342-unmod	962	1025
chr16:89562348-mod	52	48
chr16:89562348-unmod	1131	1246
chr16:89562364-mod	66	68
chr16:89562364-unmod	1090	1182
chr16:89562369-mod	46	53
chr16:89562369-unmod	1030	1101
chr16:89563017-mod	189	194
chr16:89563017-unmod	1025	1118
chr16:89563055-mod	272	314
chr16:89563055-unmod	694	745
chr16:89563109-mod	2	3
chr16:89563109-unmod	46	59
chr16:89563143-mod	10	8
chr16:89563143-unmod	32	47
chr16:89563246-mod	18	22
chr16:89563246-unmod	26	35
chr16:89563289-mod	9	14
chr16:89563289-unmod	22	34
chr17:1344573-mod	3	2
chr17:1344573-unmod	25	15
chr17:1344669-mod	3	1
chr17:1344669-unmod	23	15
chr17:1344941-mod	1	4
chr17:1344941-unmod	12	11
chr17:1345013-mod	1	1
chr17:1345013-unmod	11	14
chr17:1345349-mod	6	2
chr17:1345349-unmod	7	11
chr17:1354310-mod	4	5
chr17:1354310-unmod	9	7
chr17:1364921-mod	2	2
chr17:1364921-unmod	9	10
chr17:16381968-mod	7	13
chr17:16381968-unmod	84	135
chr17:16382079-mod	10	18
chr17:16382079-unmod	71	127
chr17:16382153-mod	1	1
chr17:16382153-unmod	85	140
chr17:16382159-mod	4	4
chr17:16382159-unmod	78	120
chr17:16382196-mod	15	17
chr17:16382196-unmod	78	134
chr17:16382307-mod	4	18
chr17:16382307-unmod	90	126
chr17:16382387-mod	6	6
chr17:16382387-unmod	87	130
chr17:16382396-mod	1	2
chr17:16382396-unmod	69	126
chr17:16382424-mod	10	21
chr17:16382424-unmod	95	133
chr17:16382535-mod	11	13
chr17:16382535-unmod	90	135
chr17:16382701-mod	8	24
chr17:16382701-unmod	85	114
chr17:16439365-mod	8	16
chr17:16439365-unmod	170	143
chr17:16439399-mod	2	2
chr17:16439399-unmod	206	191
chr17:16439409-mod	27	21
chr17:16439409-unmod	181	168
chr17:16439612-mod	3	1
chr17:16439612-unmod	47	25
chr17:16441082-mod	5	4
chr17:16441082-unmod	195	177
chr17:16441398-mod	10	11
chr17:16441398-unmod	215	184
chr17:16441434-mod	38	28
chr17:16441434-unmod	185	170
chr17:16441484-mod	13	9
chr17:16441484-unmod	186	164
chr17:16441596-mod	7	16
chr17:16441596-unmod	155	127
chr17:16441699-mod	9	5
chr17:16441699-unmod	222	195
chr17:16441890-mod	17	27
chr17:16441890-unmod	213	169
chr17:16441982-mod	49	41
chr17:16441982-unmod	167	149
chr17:18245053-mod	4	2
chr17:18245053-unmod	11	8
chr17:20999960-mod	6	2
chr17:20999960-unmod	17	8
chr17:28720848-mod	1	3
chr17:28720848-unmod	309	315
chr17:28722727-mod	19	16
chr17:28722727-unmod	268	295
chr17:28722756-mod	7	5
chr17:28722756-unmod	320	326
chr17:28722842-mod	1	2
