chrom:genomepos	wtdmso	wtcsc
chr13:113310731-mod	8	8
chr13:113310731-unmod	17	6
chr13:113319481-mod	6	3
chr13:113319481-unmod	19	12
chr13:113319627-mod	4	6
chr13:113319627-unmod	23	10
chr13:113320416-mod	2	4
chr13:113320416-unmod	23	11
chr13:113322610-mod	7	5
chr13:113322610-unmod	34	17
chr13:113322631-mod	2	7
chr13:113322631-unmod	38	12
chr13:113323029-mod	1	1
chr13:113323029-unmod	34	23
chr13:113323079-mod	10	4
chr13:113323079-unmod	36	24
chr13:20187654-mod	1	1
chr13:20187654-unmod	37	26
chr13:20187678-mod	5	3
chr13:20187678-unmod	34	24
chr13:20187841-mod	25	17
chr13:20187841-unmod	49	28
chr13:20187846-mod	19	14
chr13:20187846-unmod	50	28
chr13:20187901-mod	10	10
chr13:20187901-unmod	52	30
chr13:20187986-mod	12	12
chr13:20187986-unmod	60	34
chr13:20188019-mod	4	2
chr13:20188019-unmod	58	40
chr13:20188051-mod	16	12
chr13:20188051-unmod	50	30
chr13:20188370-mod	5	3
chr13:20188370-unmod	62	40
chr13:20188418-mod	5	6
chr13:20188418-unmod	42	29
chr13:20188465-mod	15	14
chr13:20188465-unmod	53	28
chr13:20188530-mod	12	12
chr13:20188530-unmod	44	28
chr13:20188560-mod	6	4
chr13:20188560-unmod	21	22
chr13:20188746-mod	5	5
chr13:20188746-unmod	48	31
chr13:20188790-mod	5	5
chr13:20188790-unmod	37	29
chr13:20189016-mod	35	28
chr13:20189016-unmod	15	7
chr13:20189045-mod	32	28
chr13:20189045-unmod	11	2
chr13:20189231-mod	13	12
chr13:20189231-unmod	27	18
chr13:20189284-mod	2	2
chr13:20189284-unmod	40	16
chr13:21146825-mod	3	8
chr13:21146825-unmod	44	26
chr13:21146829-mod	2	3
chr13:21146829-unmod	36	29
chr13:21147225-mod	3	7
chr13:21147225-unmod	36	25
chr13:21147280-mod	1	4
chr13:21147280-unmod	40	30
chr13:21176925-mod	4	12
chr13:21176925-unmod	27	32
chr13:21177078-mod	2	1
chr13:21177078-unmod	35	39
chr13:21177184-mod	1	7
chr13:21177184-unmod	30	27
chr13:21177288-mod	18	28
chr13:21177288-unmod	18	15
chr13:21177296-mod	15	27
chr13:21177296-unmod	22	14
chr13:21177326-mod	9	3
chr13:21177326-unmod	16	11
chr13:27253783-mod	170	239
chr13:27253783-unmod	229	241
chr13:27254273-mod	2	6
chr13:27254273-unmod	423	527
chr13:27255292-mod	22	42
chr13:27255292-unmod	404	500
chr13:27256468-mod	29	31
chr13:27256468-unmod	350	470
chr13:27256497-mod	13	29
chr13:27256497-unmod	406	477
chr13:27256550-mod	26	44
chr13:27256550-unmod	190	227
chr13:27434926-mod	1	1
chr13:27434926-unmod	9	25
chr13:27621930-mod	1	2
chr13:27621930-unmod	45	66
chr13:27622920-mod	2	4
chr13:27622920-unmod	47	61
chr13:27622950-mod	1	2
chr13:27622950-unmod	43	55
chr13:27622958-mod	8	18
chr13:27622958-unmod	37	48
chr13:27622968-mod	4	6
chr13:27622968-unmod	46	62
chr13:27623032-mod	2	8
chr13:27623032-unmod	43	60
chr13:27623103-mod	14	32
chr13:27623103-unmod	33	38
chr13:27623206-mod	34	48
chr13:27623206-unmod	20	20
chr13:27623274-mod	33	40
chr13:27623274-unmod	13	9
chr13:27623311-mod	11	7
chr13:27623311-unmod	40	60
chr13:27623378-mod	4	2
chr13:27623378-unmod	46	65
chr13:27623409-mod	1	3
chr13:27623409-unmod	49	64
chr13:27666113-mod	1	1
chr13:27666113-unmod	9	9
chr13:28662420-mod	4	5
chr13:28662420-unmod	22	20
chr13:28662459-mod	4	7
chr13:28662459-unmod	21	15
chr13:28664529-mod	8	4
chr13:28664529-unmod	21	20
chr13:28672404-mod	1	2
chr13:28672404-unmod	28	19
chr13:45336883-mod	83	108
chr13:45336883-unmod	56	60
chr13:45336915-mod	25	58
chr13:45336915-unmod	177	209
chr13:45336989-mod	17	31
chr13:45336989-unmod	179	227
chr13:45337045-mod	106	159
chr13:45337045-unmod	71	68
chr13:45337057-mod	7	12
chr13:45337057-unmod	178	216
chr13:45337072-mod	6	10
chr13:45337072-unmod	197	244
chr13:45337139-mod	4	2
chr13:45337139-unmod	197	252
chr13:45337180-mod	28	48
chr13:45337180-unmod	278	388
chr13:45337219-mod	17	24
chr13:45337219-unmod	591	754
chr13:45337260-mod	238	337
chr13:45337260-unmod	397	477
chr13:45337293-mod	339	514
chr13:45337293-unmod	292	293
chr13:45337302-mod	11	20
chr13:45337302-unmod	578	755
chr13:45337309-mod	124	212
chr13:45337309-unmod	443	572
chr13:45337343-mod	122	187
chr13:45337343-unmod	554	690
chr13:45338706-mod	17	38
chr13:45338706-unmod	658	844
chr13:45338726-mod	26	42
chr13:45338726-unmod	613	792
chr13:45338759-mod	2	7
chr13:45338759-unmod	583	753
chr13:45339503-mod	3	23
chr13:45339503-unmod	633	794
chr13:45339535-mod	4	6
chr13:45339535-unmod	669	892
chr13:45339549-mod	11	34
chr13:45339549-unmod	591	750
chr13:45339559-mod	1	1
chr13:45339559-unmod	666	850
chr13:45339580-mod	43	96
chr13:45339580-unmod	586	724
chr13:45339589-mod	5	5
chr13:45339589-unmod	594	792
chr13:45340045-mod	1	2
chr13:45340045-unmod	609	799
chr13:45340062-mod	93	169
chr13:45340062-unmod	529	628
chr13:45340152-mod	13	32
chr13:45340152-unmod	594	767
chr13:45340171-mod	12	15
chr13:45340171-unmod	611	814
chr13:45341052-mod	57	96
chr13:45341052-unmod	437	603
chr13:48233238-mod	3	1
chr13:48233238-unmod	29	32
chr13:48233469-mod	16	19
chr13:48233469-unmod	23	19
chr13:48253808-mod	1	2
chr13:48253808-unmod	44	44
chr13:48253869-mod	1	4
chr13:48253869-unmod	42	34
chr13:48256372-mod	5	7
chr13:48256372-unmod	45	42
chr13:48258180-mod	12	9
chr13:48258180-unmod	38	38
chr13:48258802-mod	4	2
chr13:48258802-unmod	41	36
chr13:48258863-mod	1	1
chr13:48258863-unmod	52	51
chr13:48261224-mod	9	15
chr13:48261224-unmod	31	31
chr13:48261332-mod	4	7
chr13:48261332-unmod	49	47
chr13:48261373-mod	1	1
chr13:48261373-unmod	47	49
chr13:48261432-mod	10	6
chr13:48261432-unmod	21	8
chr13:48261589-mod	3	2
chr13:48261589-unmod	31	15
chr13:48261598-mod	3	4
chr13:48261598-unmod	31	10
chr13:73077225-mod	1	2
chr13:73077225-unmod	10	25
chr13:73077237-mod	2	2
chr13:73077237-unmod	10	33
chr13:73077446-mod	1	2
chr13:73077446-unmod	12	32
chr13:75526505-mod	6	9
chr13:75526505-unmod	36	45
chr13:75526521-mod	2	6
chr13:75526521-unmod	39	52
chr13:75526541-mod	6	15
chr13:75526541-unmod	8	5
chr13:75530245-mod	2	2
chr13:75530245-unmod	32	46
chr13:98019655-mod	1	7
chr13:98019655-unmod	9	17
chr13:98021753-mod	1	11
chr13:98021753-unmod	9	17
chr13:98452379-mod	2	4
chr13:98452379-unmod	21	10
chr13:98452502-mod	8	1
chr13:98452502-unmod	17	11
chr13:98452572-mod	2	3
chr13:98452572-unmod	23	15
chr13:98452622-mod	3	6
chr13:98452622-unmod	21	12
chr13:98452678-mod	3	3
chr13:98452678-unmod	23	19
chr13:98452823-mod	2	3
chr13:98452823-unmod	25	25
chr13:98457272-mod	2	4
chr13:98457272-unmod	9	11
chr13:98461855-mod	1	6
chr13:98461855-unmod	9	8
chr13:99562753-mod	2	1
chr13:99562753-unmod	8	11
chr14:102081131-mod	2	3
chr14:102081131-unmod	8	17
chr14:102081307-mod	2	6
chr14:102081307-unmod	9	23
chr14:104759569-mod	6	10
chr14:104759569-unmod	4	4
chr14:104769517-mod	2	4
chr14:104769517-unmod	10	15
chr14:104769564-mod	1	2
chr14:104769564-unmod	11	26
chr14:104769616-mod	2	7
chr14:104769616-unmod	10	23
chr14:104769662-mod	3	2
chr14:104769662-unmod	9	25
chr14:104769738-mod	1	1
chr14:104769738-unmod	10	25
chr14:104770054-mod	7	7
chr14:104770054-unmod	3	14
chr14:104770328-mod	3	5
chr14:104770328-unmod	7	6
chr14:105250730-mod	3	1
chr14:105250730-unmod	7	12
chr14:105250801-mod	2	1
chr14:105250801-unmod	8	12
chr14:20311642-mod	2	7
chr14:20311642-unmod	8	9
chr14:20316286-mod	1	2
chr14:20316286-unmod	13	13
chr14:20316328-mod	6	5
chr14:20316328-unmod	8	10
chr14:20329316-mod	3	6
chr14:20329316-unmod	7	6
chr14:20476546-mod	1	3
chr14:20476546-unmod	10	9
chr14:20476636-mod	1	1
chr14:20476636-unmod	9	9
chr14:20476927-mod	2	7
chr14:20476927-unmod	9	7
chr14:20477008-mod	1	1
chr14:20477008-unmod	9	11
chr14:20477019-mod	4	5
chr14:20477019-unmod	6	7
chr14:21210604-mod	2	1
chr14:21210604-unmod	28	18
chr14:21210621-mod	2	7
chr14:21210621-unmod	14	6
chr14:21210852-mod	3	1
chr14:21210852-unmod	28	21
chr14:21210966-mod	6	5
chr14:21210966-unmod	36	36
chr14:21211229-mod	1	1
chr14:21211229-unmod	39	42
chr14:21211448-mod	2	2
chr14:21211448-unmod	10	13
chr14:21211466-mod	1	1
chr14:21211466-unmod	24	19
chr14:21211503-mod	1	1
chr14:21211503-unmod	24	17
chr14:22564999-mod	1	1
chr14:22564999-unmod	21	26
chr14:22565084-mod	1	3
chr14:22565084-unmod	22	26
chr14:22575115-mod	6	5
chr14:22575115-unmod	16	20
chr14:22575202-mod	1	4
chr14:22575202-unmod	20	25
chr14:22589009-mod	1	2
chr14:22589009-unmod	20	25
chr14:22771310-mod	1	6
chr14:22771310-unmod	9	21
chr14:22771557-mod	2	1
chr14:22771557-unmod	8	27
chr14:22771603-mod	5	13
chr14:22771603-unmod	5	22
chr14:22771621-mod	3	7
chr14:22771621-unmod	7	16
chr14:22771654-mod	8	14
chr14:22771654-unmod	3	23
chr14:22830192-mod	2	3
chr14:22830192-unmod	11	8
chr14:22875666-mod	3	9
chr14:22875666-unmod	7	4
chr14:22875975-mod	8	9
chr14:22875975-unmod	2	4
chr14:22876002-mod	6	9
chr14:22876002-unmod	4	3
chr14:22876024-mod	6	6
chr14:22876024-unmod	15	8
chr14:22876100-mod	4	2
chr14:22876100-unmod	8	13
chr14:22876215-mod	6	1
chr14:22876215-unmod	18	13
chr14:22876242-mod	18	16
chr14:22876242-unmod	6	7
chr14:22876993-mod	3	6
chr14:22876993-unmod	24	22
chr14:22877089-mod	3	5
chr14:22877089-unmod	23	25
chr14:22877394-mod	3	8
chr14:22877394-unmod	22	23
chr14:22877415-mod	1	3
chr14:22877415-unmod	32	28
chr14:22877531-mod	2	4
chr14:22877531-unmod	29	31
chr14:22877647-mod	2	1
chr14:22877647-unmod	34	36
chr14:22877847-mod	8	8
chr14:22877847-unmod	16	22
chr14:22877948-mod	3	6
chr14:22877948-unmod	25	29
chr14:23026023-mod	3	2
chr14:23026023-unmod	8	21
chr14:23026050-mod	8	18
chr14:23026050-unmod	2	8
chr14:23026134-mod	2	3
chr14:23026134-unmod	9	22
chr14:23026266-mod	1	2
chr14:23026266-unmod	10	33
chr14:24104053-mod	2	1
chr14:24104053-unmod	8	12
chr14:24137003-mod	1	1
chr14:24137003-unmod	22	18
chr14:24137149-mod	1	2
chr14:24137149-unmod	11	15
chr14:24137720-mod	11	20
chr14:24137720-unmod	18	14
chr14:24138216-mod	2	2
chr14:24138216-unmod	23	17
chr14:24138372-mod	2	1
chr14:24138372-unmod	30	33
chr14:24138748-mod	3	1
chr14:24138748-unmod	27	29
chr14:24138763-mod	3	7
chr14:24138763-unmod	32	35
chr14:24138875-mod	2	3
chr14:24138875-unmod	23	28
chr14:24217055-mod	1	5
chr14:24217055-unmod	10	23
chr14:24218395-mod	9	10
chr14:24218395-unmod	19	20
chr14:24218424-mod	1	1
chr14:24218424-unmod	13	29
chr14:35308940-mod	4	7
chr14:35308940-unmod	8	25
chr14:35308958-mod	1	2
chr14:35308958-unmod	12	32
chr14:35310784-mod	1	4
chr14:35310784-unmod	11	31
chr14:35314360-mod	4	1
chr14:35314360-unmod	9	33
chr14:35401672-mod	1	1
chr14:35401672-unmod	18	40
chr14:35401691-mod	1	4
chr14:35401691-unmod	25	33
chr14:35401695-mod	15	18
chr14:35401695-unmod	15	21
chr14:35401726-mod	5	1
chr14:35401726-unmod	24	41
chr14:35401789-mod	3	6
chr14:35401789-unmod	13	31
chr14:35401832-mod	13	9
chr14:35401832-unmod	14	31
chr14:35401986-mod	13	30
chr14:35401986-unmod	5	9
chr14:35401992-mod	3	4
chr14:35401992-unmod	27	38
chr14:35402046-mod	1	3
chr14:35402046-unmod	20	35
chr14:35402644-mod	1	5
chr14:35402644-unmod	27	31
chr14:35403206-mod	2	5
chr14:35403206-unmod	11	30
chr14:35403702-mod	1	3
chr14:35403702-unmod	16	36
chr14:35404420-mod	2	3
chr14:35404420-unmod	23	30
chr14:35404540-mod	1	4
chr14:35404540-unmod	13	32
chr14:49583670-mod	18	17
chr14:49583670-unmod	49	64
chr14:49618782-mod	3	14
chr14:49618782-unmod	32	44
chr14:49618828-mod	14	36
chr14:49618828-unmod	21	19
chr14:49618877-mod	1	14
chr14:49618877-unmod	32	42
chr14:49619034-mod	6	15
chr14:49619034-unmod	15	38
chr14:49619076-mod	1	4
chr14:49619076-unmod	10	28
chr14:54427365-mod	1	7
chr14:54427365-unmod	24	49
chr14:54427461-mod	3	10
chr14:54427461-unmod	21	44
chr14:54427497-mod	4	22
chr14:54427497-unmod	21	34
chr14:54427533-mod	7	12
chr14:54427533-unmod	18	39
chr14:54427551-mod	2	11
chr14:54427551-unmod	13	45
chr14:54427644-mod	3	21
chr14:54427644-unmod	9	27
chr14:54427811-mod	1	3
chr14:54427811-unmod	24	53
chr14:54430370-mod	2	12
chr14:54430370-unmod	23	45
chr14:54430391-mod	1	1
chr14:54430391-unmod	23	52
chr14:55138108-mod	3	4
chr14:55138108-unmod	32	44
chr14:55138304-mod	6	6
chr14:55138304-unmod	29	34
chr14:55142648-mod	1	6
chr14:55142648-unmod	34	43
chr14:55142690-mod	7	8
chr14:55142690-unmod	31	44
chr14:55142739-mod	1	1
chr14:55142739-unmod	37	47
chr14:55145132-mod	2	6
chr14:55145132-unmod	36	42
chr14:55145137-mod	1	2
chr14:55145137-unmod	35	51
chr14:55145198-mod	2	5
chr14:55145198-unmod	35	45
chr14:55145216-mod	3	13
chr14:55145216-unmod	32	35
chr14:55145233-mod	3	5
chr14:55145233-unmod	31	46
chr14:61747080-mod	1	3
chr14:61747080-unmod	9	23
chr14:61747609-mod	1	3
chr14:61747609-unmod	21	29
chr14:61747661-mod	7	10
chr14:61747661-unmod	17	24
chr14:61747898-mod	3	7
chr14:61747898-unmod	27	32
chr14:61748212-mod	8	10
chr14:61748212-unmod	34	42
chr14:68787826-mod	17	25
chr14:68787826-unmod	50	48
chr14:68787894-mod	1	3
chr14:68787894-unmod	51	60
chr14:68787916-mod	7	8
chr14:68787916-unmod	38	39
chr14:68787989-mod	12	13
chr14:68787989-unmod	37	41
chr14:68788016-mod	7	15
chr14:68788016-unmod	42	41
chr14:68788060-mod	31	25
chr14:68788060-unmod	17	27
chr14:68788103-mod	8	9
chr14:68788103-unmod	31	40
chr14:68788168-mod	4	11
chr14:68788168-unmod	32	35
chr14:68788431-mod	1	4
chr14:68788431-unmod	19	39
chr14:68788441-mod	1	1
chr14:68788441-unmod	27	40
chr14:68788689-mod	2	4
chr14:68788689-unmod	26	35
chr14:68788699-mod	4	2
chr14:68788699-unmod	22	35
chr14:68788756-mod	7	15
chr14:68788756-unmod	11	21
chr14:68788767-mod	3	5
chr14:68788767-unmod	24	28
chr14:68788873-mod	1	1
chr14:68788873-unmod	18	32
chr14:68789134-mod	1	5
chr14:68789134-unmod	16	25
chr14:68789148-mod	1	2
chr14:68789148-unmod	15	29
chr14:68789345-mod	5	3
chr14:68789345-unmod	11	12
chr14:68789515-mod	2	3
chr14:68789515-unmod	13	13
chr14:68789553-mod	1	2
chr14:68789553-unmod	11	10
chr14:68789584-mod	2	1
chr14:68789584-unmod	9	10
chr14:68789647-mod	2	2
chr14:68789647-unmod	10	11
chr14:68789680-mod	6	3
chr14:68789680-unmod	6	7
chr14:68789968-mod	1	1
chr14:68789968-unmod	13	13
chr14:68790301-mod	1	3
chr14:68790301-unmod	12	9
chr14:68790439-mod	2	1
chr14:68790439-unmod	11	12
chr14:68792934-mod	2	2
chr14:68792934-unmod	10	8
chr14:68792987-mod	1	1
chr14:68792987-unmod	11	12
chr14:68793025-mod	9	3
chr14:68793025-unmod	4	10
chr14:68793038-mod	3	1
chr14:68793038-unmod	10	12
chr14:68874177-mod	2	1
chr14:68874177-unmod	24	29
chr14:68874196-mod	7	4
chr14:68874196-unmod	20	15
chr14:68874255-mod	6	4
chr14:68874255-unmod	26	20
chr14:68874645-mod	3	8
chr14:68874645-unmod	74	54
chr14:68874653-mod	1	1
chr14:68874653-unmod	73	56
chr14:68874704-mod	28	22
chr14:68874704-unmod	46	41
chr14:68874865-mod	2	3
chr14:68874865-unmod	63	55
chr14:68874904-mod	8	8
chr14:68874904-unmod	55	44
chr14:68875015-mod	9	8
chr14:68875015-unmod	51	43
chr14:68877085-mod	2	1
chr14:68877085-unmod	57	41
chr14:68877143-mod	2	6
chr14:68877143-unmod	52	35
chr14:68877160-mod	1	1
chr14:68877160-unmod	58	47
chr14:68877179-mod	6	3
chr14:68877179-unmod	49	38
chr14:68877202-mod	2	3
chr14:68877202-unmod	49	38
chr14:68880062-mod	4	8
chr14:68880062-unmod	33	28
chr14:68880945-mod	6	5
chr14:68880945-unmod	38	29
chr14:68883052-mod	8	4
chr14:68883052-unmod	23	12
chr14:68884201-mod	2	2
chr14:68884201-unmod	19	14
chr14:68884210-mod	2	1
chr14:68884210-unmod	18	15
chr14:68884304-mod	1	2
chr14:68884304-unmod	13	10
chr14:68884800-mod	1	1
chr14:68884800-unmod	27	14
chr14:68884817-mod	3	2
chr14:68884817-unmod	10	10
chr14:68885463-mod	2	4
chr14:68885463-unmod	12	11
chr14:68890144-mod	3	2
chr14:68890144-unmod	10	13
chr14:68892194-mod	1	1
chr14:68892194-unmod	12	12
chr14:68892227-mod	2	1
chr14:68892227-unmod	11	13
chr14:68892242-mod	2	3
chr14:68892242-unmod	10	9
chr14:68902550-mod	1	8
chr14:68902550-unmod	12	4
chr14:68904680-mod	1	2
chr14:68904680-unmod	10	8
chr14:68912215-mod	2	1
chr14:68912215-unmod	11	9
chr14:68925616-mod	2	2
chr14:68925616-unmod	10	8
chr14:74479961-mod	1	5
chr14:74479961-unmod	28	35
chr14:74480129-mod	1	2
chr14:74480129-unmod	35	49
chr14:74480186-mod	3	7
chr14:74480186-unmod	41	58
chr14:74480773-mod	2	7
chr14:74480773-unmod	35	50
chr14:74484466-mod	1	1
chr14:74484466-unmod	40	64
chr14:74484484-mod	4	8
chr14:74484484-unmod	40	63
chr14:74486362-mod	9	14
chr14:74486362-unmod	31	47
chr14:74493197-mod	1	12
chr14:74493197-unmod	39	54
chr14:74493214-mod	13	24
chr14:74493214-unmod	29	43
chr14:74903372-mod	5	4
chr14:74903372-unmod	18	11
chr14:74903678-mod	3	4
chr14:74903678-unmod	18	11
chr14:75134309-mod	11	17
chr14:75134309-unmod	12	30
chr14:75134333-mod	2	5
chr14:75134333-unmod	10	36
chr14:75134480-mod	1	1
chr14:75134480-unmod	9	35
chr14:75134558-mod	2	9
chr14:75134558-unmod	8	26
chr14:75134700-mod	6	21
chr14:75134700-unmod	5	15
chr14:75134762-mod	6	16
chr14:75134762-unmod	19	24
chr14:75134838-mod	4	10
chr14:75134838-unmod	7	25
chr14:75147734-mod	1	6
chr14:75147734-unmod	10	25
chr14:77708195-mod	1	1
chr14:77708195-unmod	16	24
chr14:77710850-mod	7	4
chr14:77710850-unmod	12	21
chr14:77715830-mod	1	1
chr14:77715830-unmod	17	22
chr14:77717562-mod	1	1
chr14:77717562-unmod	17	23
chr14:77717590-mod	1	5
chr14:77717590-unmod	9	8
chr14:90272410-mod	3	1
chr14:90272410-unmod	7	16
chr14:90401351-mod	1	4
chr14:90401351-unmod	9	28
chr14:90403893-mod	2	1
chr14:90403893-unmod	9	32
chr14:90404407-mod	1	9
chr14:90404407-unmod	11	21
chr14:90404705-mod	1	15
chr14:90404705-unmod	9	16
chr14:94127840-mod	2	9
chr14:94127840-unmod	9	24
chr14:94127981-mod	1	3
chr14:94127981-unmod	10	33
chr15:100915755-mod	1	3
chr15:100915755-unmod	19	39
chr15:100915959-mod	4	4
chr15:100915959-unmod	9	41
chr15:100916119-mod	3	3
chr15:100916119-unmod	11	52
chr15:100916238-mod	3	4
chr15:100916238-unmod	26	55
chr15:22869506-mod	2	3
chr15:22869506-unmod	11	21
chr15:22869880-mod	1	1
chr15:22869880-unmod	9	17
chr15:22869952-mod	3	8
chr15:22869952-unmod	10	25
chr15:22873509-mod	1	3
chr15:22873509-unmod	9	22
chr15:22873622-mod	2	2
chr15:22873622-unmod	9	11
chr15:34341778-mod	1	8
chr15:34341778-unmod	22	30
chr15:34341897-mod	5	12
chr15:34341897-unmod	6	10
chr15:34341906-mod	1	3
chr15:34341906-unmod	23	34
chr15:34341955-mod	2	13
chr15:34341955-unmod	22	28
chr15:34342090-mod	2	1
chr15:34342090-unmod	10	32
chr15:40036085-mod	2	3
chr15:40036085-unmod	28	43
chr15:40036436-mod	1	1
chr15:40036436-unmod	27	45
chr15:40036441-mod	1	2
chr15:40036441-unmod	30	46
chr15:40038382-mod	3	8
chr15:40038382-unmod	22	36
chr15:40844708-mod	2	2
chr15:40844708-unmod	8	14
chr15:40853231-mod	1	2
chr15:40853231-unmod	14	21
chr15:40853511-mod	6	12
chr15:40853511-unmod	10	22
chr15:40853520-mod	1	4
chr15:40853520-unmod	15	29
chr15:40853557-mod	2	1
chr15:40853557-unmod	16	31
chr15:40853567-mod	2	2
chr15:40853567-unmod	16	33
chr15:40853579-mod	3	5
chr15:40853579-unmod	14	30
chr15:40854683-mod	4	6
chr15:40854683-unmod	9	17
chr15:40855919-mod	7	11
chr15:40855919-unmod	13	17
chr15:40855967-mod	14	21
chr15:40855967-unmod	18	17
chr15:40856011-mod	1	1
chr15:40856011-unmod	18	36
chr15:40856853-mod	2	2
chr15:40856853-unmod	30	28
chr15:40856931-mod	4	11
chr15:40856931-unmod	25	32
chr15:40857045-mod	13	20
chr15:40857045-unmod	31	39
chr15:40857053-mod	3	12
chr15:40857053-unmod	32	40
chr15:40857058-mod	35	43
chr15:40857058-unmod	6	12
chr15:40857198-mod	3	4
chr15:40857198-unmod	33	46
chr15:40857207-mod	10	9
chr15:40857207-unmod	13	16
chr15:40857312-mod	1	2
chr15:40857312-unmod	48	60
chr15:40857382-mod	4	4
chr15:40857382-unmod	6	13
chr15:40857552-mod	1	3
chr15:40857552-unmod	47	55
chr15:43746625-mod	9	16
chr15:43746625-unmod	29	70
chr15:43756752-mod	2	3
chr15:43756752-unmod	40	93
chr15:43756759-mod	2	7
chr15:43756759-unmod	45	93
chr15:43761457-mod	11	13
chr15:43761457-unmod	36	90
chr15:43761479-mod	13	29
chr15:43761479-unmod	34	63
chr15:43763145-mod	2	11
chr15:43763145-unmod	41	94
chr15:43765496-mod	6	14
chr15:43765496-unmod	28	83
chr15:43765501-mod	2	7
chr15:43765501-unmod	45	114
chr15:43765528-mod	1	7
chr15:43765528-unmod	46	109
chr15:43765915-mod	1	1
chr15:43765915-unmod	47	109
chr15:43765942-mod	3	11
chr15:43765942-unmod	44	100
chr15:43765969-mod	1	11
chr15:43765969-unmod	46	98
chr15:43766811-mod	9	21
chr15:43766811-unmod	44	110
chr15:43766869-mod	23	49
chr15:43766869-unmod	40	83
chr15:43768563-mod	35	69
chr15:43768563-unmod	47	65
chr15:43769611-mod	1	3
chr15:43769611-unmod	85	139
chr15:43769633-mod	4	12
chr15:43769633-unmod	81	137
chr15:43771230-mod	1	4
chr15:43771230-unmod	98	159
chr15:43771248-mod	45	69
chr15:43771248-unmod	55	82
chr15:43771271-mod	1	2
chr15:43771271-unmod	95	160
chr15:43771284-mod	8	24
chr15:43771284-unmod	104	154
chr15:43771290-mod	8	20
chr15:43771290-unmod	103	158
chr15:43771327-mod	6	11
chr15:43771327-unmod	99	155
chr15:43771368-mod	9	18
chr15:43771368-unmod	104	162
chr15:43771405-mod	10	24
chr15:43771405-unmod	87	121
chr15:43771511-mod	8	39
chr15:43771511-unmod	70	80
chr15:43771517-mod	18	26
chr15:43771517-unmod	74	127
chr15:43793711-mod	11	24
chr15:43793711-unmod	81	114
chr15:43793763-mod	6	9
chr15:43793763-unmod	82	127
chr15:44711529-mod	1	1
chr15:44711529-unmod	43	42
chr15:44715527-mod	8	8
chr15:44715527-unmod	116	126
chr15:44715572-mod	2	2
chr15:44715572-unmod	117	135
chr15:44715590-mod	48	57
chr15:44715590-unmod	61	51
chr15:44715662-mod	32	24
chr15:44715662-unmod	102	117
chr15:44715670-mod	9	21
chr15:44715670-unmod	126	120
chr15:44717730-mod	10	20
chr15:44717730-unmod	103	105
chr15:44717884-mod	21	39
chr15:44717884-unmod	125	116
chr15:44717996-mod	1	2
chr15:44717996-unmod	114	129
chr15:45669970-mod	1	2
chr15:45669970-unmod	9	9
chr15:45676206-mod	2	3
chr15:45676206-unmod	8	8
chr15:45676275-mod	1	1
chr15:45676275-unmod	9	10
chr15:45691117-mod	4	3
chr15:45691117-unmod	6	19
chr15:45691155-mod	2	2
chr15:45691155-unmod	18	20
chr15:45691185-mod	5	6
chr15:45691185-unmod	5	15
chr15:60347351-mod	15	25
chr15:60347351-unmod	149	252
chr15:60347393-mod	4	14
chr15:60347393-unmod	247	387
chr15:60347431-mod	68	141
chr15:60347431-unmod	171	259
chr15:60347563-mod	1	2
chr15:60347563-unmod	245	396
chr15:60347576-mod	1	3
chr15:60347576-unmod	211	369
chr15:60347633-mod	8	38
chr15:60347633-unmod	239	367
chr15:60347684-mod	2	14
chr15:60347684-unmod	202	332
chr15:60349138-mod	1	6
chr15:60349138-unmod	219	355
chr15:60351202-mod	14	60
chr15:60351202-unmod	230	339
chr15:60351235-mod	8	31
chr15:60351235-unmod	228	353
chr15:60351728-mod	23	58
chr15:60351728-unmod	174	295
chr15:60351785-mod	8	4
chr15:60351785-unmod	213	391
chr15:60352412-mod	2	12
chr15:60352412-unmod	203	328
chr15:60352442-mod	30	69
chr15:60352442-unmod	210	332
chr15:60354174-mod	63	112
chr15:60354174-unmod	146	250
chr15:60355949-mod	20	57
chr15:60355949-unmod	146	251
chr15:60355961-mod	11	30
chr15:60355961-unmod	99	170
chr15:60355973-mod	1	2
chr15:60355973-unmod	182	310
chr15:60355989-mod	4	36
