inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	cassette	SLC30A6	chr2:32197318-32197392	+	0.49	0.49	0.49	0.49	0.963	0.963	0.963	15.95	0.00228	47.3
inclusion	N	cassette	POLB	chr8:42350007-42350065	+	0.907	0.907	0.907	0.907	0.989	0.989	0.989	15.94	0.00229	8.200000000000003
inclusion	K	alternative_first_exon	SNHG32	chr6:31834769-31835410,chr6:31835201-31835410,chr6:31835058-31835410	+	0.976	0.976	0.976	0.976	0.934	0.934	0.934	15.93	0.0023	-4.199999999999989
inclusion	K	intron_retention	RTL8A	chrX:135051369-135051916	-	0.535	0.535	0.535	0.535	0.398	0.398	0.398	15.91	0.00231	-13.699999999999996
inclusion	N	alternative_acceptor	KIRREL1	chr1:158088455-158089453	.	0.564	0.564	0.564	0.564	0.324	0.324	0.324	15.9	0.00232	-23.999999999999993
inclusion	N	alternative_acceptor	ISOC2	chr19:55455846-55456348	-	0.597	0.597	0.597	0.597	0.379	0.379	0.379	15.89	0.00233	-21.799999999999997
inclusion	N	cassette	TTC7A	chr2:46917184-46917277	+	0.414	0.414	0.414	0.414	0.802	0.802	0.802	15.85	0.00237	38.800000000000004
inclusion	K	intron_retention	ANKRD13B	chr17:29612964-29613353	+	0.369	0.369	0.369	0.369	0.079	0.079	0.079	15.82	0.00241	-29.0
inclusion	N	cassette	AKR1C2	chr10:4999200-4999277	-	0.911	0.911	0.911	0.911	0.97	0.97	0.97	15.82	0.00241	5.8999999999999915
inclusion	K	cassette	CENPN	chr16:81022597-81022698	+	0.701	0.701	0.701	0.701	0.954	0.954	0.954	15.8	0.00243	25.299999999999997
inclusion	N	alternative_acceptor	SLC1A5	chr19:46775748-46776974	-	0.996	0.996	0.996	0.996	0.952	0.952	0.952	15.78	0.00245	-4.400000000000006
inclusion	N	alternative_acceptor	nogene	chr19:46760396-46776974	-	0.004	0.004	0.004	0.004	0.048	0.048	0.048	15.76	0.00247	4.3999999999999995
inclusion	N	alternative_donor	ALS2CL	chr3:46674740-46675617	-	0.793	0.793	0.793	0.793	0.905	0.905	0.905	15.75	0.00248	11.200000000000003
inclusion	K	coord_cassette	OPA1	chr3:193617178-193617285	+	0.579	0.579	0.579	0.579	0.938	0.938	0.938	15.74	0.00248	35.9
inclusion	N	alternative_donor	nogene	chr2:207250454-207251709	+	0.306	0.306	0.306	0.306	0.759	0.759	0.759	15.74	0.00248	45.30000000000001
inclusion	K	cassette	PRR3	chr6:30561328-30561508	+	0.897	0.897	0.897	0.897	0.538	0.538	0.538	15.72	0.00251	-35.9
inclusion	N	alternative_donor	TMEM41B	chr11:9281042-9282252	-	0.727	0.727	0.727	0.727	0.903	0.903	0.903	15.72	0.00251	17.599999999999994
inclusion	K	alternative_last_exon	GALK2	chr15:49319806-49327951	+	0.984	0.984	0.984	0.984	0.754	0.754	0.754	15.68	0.00254	-23.0
inclusion	K	alternative_acceptor	WDR54	chr2:74421817-74422119	+	0.133	0.133	0.133	0.133	0.051	0.051	0.051	15.65	0.00258	-8.200000000000001
inclusion	N	alternative_donor	TLN1	chr9:35725728-35732074	-	0.745	0.745	0.745	0.745	0.88	0.88	0.88	15.65	0.00258	13.5
inclusion	K	alternative_acceptor	USP33	chr1:77721926-77722023	-	0.296	0.296	0.296	0.296	0.61	0.61	0.61	15.63	0.00259	31.400000000000002
inclusion	N	alternative_acceptor	USP35	chr11:78198069-78199594	+	0.405	0.405	0.405	0.405	0.785	0.785	0.785	15.64	0.00259	38.0
inclusion	N	intron_retention	DELE1	chr5:141938761-141938851	+	0.672	0.672	0.672	0.672	0.403	0.403	0.403	15.64	0.00259	-26.9
inclusion	K	intron_retention	TPTEP2-CSNK1E	chr22:38297156-38298785	-	0.699	0.699	0.699	0.699	0.874	0.874	0.874	15.62	0.0026	17.500000000000014
inclusion	N	alternative_donor	TIMM10B	chr11:6482321-6482839	+	0.689	0.689	0.689	0.689	0.946	0.946	0.946	15.62	0.0026	25.700000000000003
inclusion	N	alternative_donor	SNHG29	chr17:16441452-16448209	+	0.835	0.835	0.835	0.835	0.937	0.937	0.937	15.61	0.0026	10.200000000000003
inclusion	K	alternative_acceptor	AC245041.2	chr10:47987310-47991679	-	0.957	0.957	0.957	0.957	0.795	0.795	0.795	15.57	0.00266	-16.200000000000003
inclusion	N	cassette	TBC1D14	chr4:7004844-7004924	+	0.908	0.908	0.908	0.908	0.984	0.984	0.984	15.56	0.00267	7.6000000000000085
inclusion	K	alternative_first_exon	VPS72	chr1:151185951-151190004	-	0.93	0.93	0.93	0.93	0.993	0.993	0.993	15.55	0.00267	6.299999999999997
inclusion	K	coord_cassette	DGUOK	chr2:73950585-73950732	+	0.269	0.269	0.269	0.269	0.427	0.427	0.427	15.55	0.00267	15.799999999999994
inclusion	N	cassette	SPG21	chr15:64983507-64983593	-	0.844	0.844	0.844	0.844	0.945	0.945	0.945	15.55	0.00267	10.100000000000009
inclusion	K	cassette	UBE2K	chr4:39777682-39777810	+	0.969	0.969	0.969	0.969	0.907	0.907	0.907	15.54	0.00268	-6.199999999999989
inclusion	K	alternative_last_exon	SMAD4	chr18:51076777-51078255	+	0.913	0.913	0.913	0.913	0.995	0.995	0.995	15.53	0.00269	8.200000000000003
inclusion	K	cassette	WIPI2	chr7:5193118-5193171	+	0.233	0.233	0.233	0.233	0.11	0.11	0.11	15.52	0.0027	-12.3
inclusion	K	intron_retention	BBS1	chr11:66519749-66521269	+	0.443	0.443	0.443	0.443	0.213	0.213	0.213	15.52	0.0027	-22.999999999999996
inclusion	N	alternative_donor	LAMC2	chr1:183240396-183243151	+	0.202	0.202	0.202	0.202	0.332	0.332	0.332	15.51	0.0027	13.0
inclusion	K	cassette	MAP4K4	chr2:101863821-101864051	+	0.036	0.036	0.036	0.036	0.101	0.101	0.101	15.5	0.00272	6.500000000000002
inclusion	K	intron_retention	APH1A	chr1:150266195-150266532	-	0.452	0.452	0.452	0.452	0.592	0.592	0.592	15.49	0.00272	13.999999999999993
inclusion	N	cassette	UBXN2A	chr2:23984673-23984831	+	0.989	0.989	0.989	0.989	0.835	0.835	0.835	15.46	0.00277	-15.400000000000006
inclusion	K	intron_retention	RACK1	chr5:181241640-181242169	-	0.085	0.085	0.085	0.085	0.229	0.229	0.229	15.44	0.00279	14.400000000000002
inclusion	K	cassette	TBC1D5	chr3:17428450-17428519	-	0.9	0.9	0.9	0.9	0.993	0.993	0.993	15.42	0.00282	9.299999999999997
inclusion	K	intron_retention	SHISA5	chr3:48468218-48469360	-	0.961	0.961	0.961	0.961	0.998	0.998	0.998	15.35	0.0029	3.700000000000003
inclusion	N	cassette	CMC1	chr3:28253731-28253765	+	0.033	0.033	0.033	0.033	0.127	0.127	0.127	15.36	0.0029	9.399999999999999
inclusion	K	cassette	NGLY1	chr3:25720014-25720191	-	0.941	0.941	0.941	0.941	0.766	0.766	0.766	15.35	0.0029	-17.5
inclusion	N	alternative_first_exon	RIPK2	chr8:89758234-89765340	+	0.829	0.829	0.829	0.829	0.969	0.969	0.969	15.33	0.00292	14.0
inclusion	K	cassette	SETD5	chr3:9434590-9434630	+	0.377	0.377	0.377	0.377	0.177	0.177	0.177	15.31	0.00295	-20.000000000000004
inclusion	K	alternative_first_exon	NADSYN1	chr11:71480275-71480754	+	0.192	0.192	0.192	0.192	0.071	0.071	0.071	15.3	0.00297	-12.1
inclusion	N	cassette	ATXN2L	chr16:28832496-28832567	+	0.909	0.909	0.909	0.909	0.965	0.965	0.965	15.28	0.00299	5.599999999999994
inclusion	K	intron_retention	LRP11	chr6:149820704-149826263	-	0.184	0.184	0.184	0.184	0.087	0.087	0.087	15.28	0.00299	-9.7
inclusion	K	intron_retention	LINC00839	chr10:42492343-42494014	+	0.133	0.133	0.133	0.133	0.306	0.306	0.306	15.27	0.00299	17.299999999999997
inclusion	N	cassette	HIPK3	chr11:33348166-33348228	+	0.127	0.127	0.127	0.127	0.31	0.31	0.31	15.27	0.00299	18.3
inclusion	N	cassette	P3H4	chr17:41803287-41803431	-	0.989	0.989	0.989	0.989	0.932	0.932	0.932	15.27	0.00299	-5.700000000000003
inclusion	K	alternative_first_exon	DNAJB5	chr9:34989832-34993199	+	0.895	0.895	0.895	0.895	0.986	0.986	0.986	15.25	0.00301	9.099999999999994
inclusion	N	coord_cassette	SMAP2	chr1:40408653-40408738	+	0.905	0.905	0.905	0.905	0.994	0.994	0.994	15.25	0.00301	8.900000000000006
inclusion	N	alternative_last_exon	MYO19	chr17:36498555-36499074,chr17:36498560-36499074	-	0.877	0.877	0.877	0.877	0.976	0.976	0.976	15.24	0.00302	9.899999999999991
inclusion	K	cassette	UCHL3	chr13:75589938-75590129	+	0.043	0.043	0.043	0.043	0.006	0.006	0.006	15.21	0.00305	-3.6999999999999997
inclusion	N	alternative_acceptor	PINK1	chr1:20649232-20650433	+	0.871	0.871	0.871	0.871	0.946	0.946	0.946	15.22	0.00305	7.5
inclusion	N	cassette	CSNK1A1	chr5:149517794-149517877	-	0.125	0.125	0.125	0.125	0.063	0.063	0.063	15.21	0.00305	-6.2
inclusion	K	alternative_acceptor	CNDP2	chr18:74496432-74499881	+	0.511	0.511	0.511	0.511	0.321	0.321	0.321	15.18	0.00309	-19.0
inclusion	K	cassette	MRPL11	chr11:66436816-66436909	-	0.032	0.032	0.032	0.032	0.002	0.002	0.002	15.17	0.0031	-3.0
inclusion	N	alternative_acceptor	RETREG2	chr2:219182309-219182378	+	0.758	0.758	0.758	0.758	0.885	0.885	0.885	15.16	0.00313	12.700000000000003
inclusion	N	alternative_donor	TXNDC5	chr6:7882660-7884358	-	0.099	0.099	0.099	0.099	0.007	0.007	0.007	15.13	0.00316	-9.200000000000001
inclusion	N	cassette	TFDP1	chr13:113631623-113631744	+	0.901	0.901	0.901	0.901	0.784	0.784	0.784	15.12	0.00317	-11.700000000000003
inclusion	N	intron_retention	RER1	chr1:2391959-2393269	+	0.396	0.396	0.396	0.396	0.188	0.188	0.188	15.09	0.00322	-20.8
inclusion	N	cassette	IRX4	chr5:1880066-1880143	-	0.614	0.614	0.614	0.614	0.36	0.36	0.36	15.09	0.00322	-25.4
inclusion	K	alternative_acceptor	LRRC75B	chr22:24588330-24589820	-	0.491	0.491	0.491	0.491	0.248	0.248	0.248	15.05	0.00327	-24.3
inclusion	N	cassette	SPTAN1	chr9:128603543-128603590	+	0.973	0.973	0.973	0.973	0.906	0.906	0.906	15.05	0.00328	-6.699999999999989
inclusion	K	cassette	ALCAM	chr3:105552144-105552182	+	0.841	0.841	0.841	0.841	0.945	0.945	0.945	15.01	0.00332	10.400000000000006
inclusion	K	cassette	OLA1	chr2:174246715-174246815	-	0.939	0.939	0.939	0.939	0.99	0.99	0.99	15.01	0.00332	5.1000000000000085
inclusion	N	alternative_last_exon	PLOD2	chr3:146070873-146071041	-	0.994	0.994	0.994	0.994	0.936	0.936	0.936	15.01	0.00332	-5.799999999999997
inclusion	N	intron_retention	MT1E	chr16:56626575-56626879	+	0.701	0.701	0.701	0.701	0.922	0.922	0.922	15.01	0.00333	22.10000000000001
inclusion	K	intron_retention	APTX	chr9:32989896-33024999	-	0.233	0.233	0.233	0.233	0.497	0.497	0.497	14.99	0.00335	26.400000000000002
inclusion	K	alternative_first_exon	SMARCA4	chr19:11039554-11041306	+	0.071	0.071	0.071	0.071	0.02	0.02	0.02	14.95	0.00341	-5.1
inclusion	K	cassette	FAM126A	chr7:22946952-22947247	-	0.548	0.548	0.548	0.548	0.208	0.208	0.208	14.95	0.00341	-34.0
inclusion	N	alternative_donor	CTSL	chr9:87726399-87727593	+	0.371	0.371	0.371	0.371	0.239	0.239	0.239	14.94	0.00342	-13.200000000000003
inclusion	K	intron_retention	ATAD3B	chr1:1489275-1490256	+	0.153	0.153	0.153	0.153	0.044	0.044	0.044	14.92	0.00345	-10.899999999999999
inclusion	K	intron_retention	CHPF2	chr7:151236591-151237373	+	0.03	0.03	0.03	0.03	0.097	0.097	0.097	14.92	0.00346	6.700000000000001
inclusion	K	intron_retention	RCCD1	chr15:90961775-90961923	+	0.898	0.898	0.898	0.898	0.993	0.993	0.993	14.91	0.00347	9.5
inclusion	N	cassette	CHURC1-FNTB	chr14:64926010-64926080	+	0.796	0.796	0.796	0.796	0.909	0.909	0.909	14.91	0.00347	11.299999999999997
inclusion	K	alternative_first_exon	COMT	chr22:19963372-19963565	+	0.043	0.043	0.043	0.043	0.118	0.118	0.118	14.89	0.00349	7.499999999999999
inclusion	N	cassette	ZFAS1	chr20:49280903-49280964	+	0.501	0.501	0.501	0.501	0.425	0.425	0.425	14.89	0.00349	-7.600000000000001
inclusion	N	cassette	SNHG32	chr6:31836424-31836517	+	0.504	0.504	0.504	0.504	0.369	0.369	0.369	14.87	0.00351	-13.5
inclusion	K	cassette	POMT1	chr9:131504189-131504340	+	0.868	0.868	0.868	0.868	0.513	0.513	0.513	14.85	0.00354	-35.49999999999999
inclusion	N	alternative_last_exon	TMEM167B	chr1:109090883-109092889	+	0.784	0.784	0.784	0.784	0.983	0.983	0.983	14.85	0.00354	19.89999999999999
inclusion	N	alternative_last_exon	EEF2	chr19:3979437-3979807	-	0.99	0.99	0.99	0.99	0.998	0.998	0.998	14.85	0.00355	0.7999999999999972
inclusion	K	alternative_last_exon	LEPR	chr1:65425379-65565545	+	0.177	0.177	0.177	0.177	0.011	0.011	0.011	14.83	0.00356	-16.599999999999998
inclusion	K	intron_retention	UCHL3	chr13:75549863-75549975	+	0.106	0.106	0.106	0.106	0.028	0.028	0.028	14.83	0.00356	-7.799999999999999
inclusion	K	alternative_last_exon	AC019257.8	chr8:1925405-1926376	+	0.639	0.639	0.639	0.639	0.339	0.339	0.339	14.82	0.00357	-29.999999999999993
inclusion	K	intron_retention	CPNE1	chr20:35632924-35655201	-	0.774	0.774	0.774	0.774	0.925	0.925	0.925	14.8	0.00361	15.099999999999994
inclusion	K	intron_retention	S100A6	chr1:153535376-153535948	-	0.234	0.234	0.234	0.234	0.392	0.392	0.392	14.8	0.00361	15.8
inclusion	K	intron_retention	CRELD1	chr3:9944096-9944364	+	0.123	0.123	0.123	0.123	0.314	0.314	0.314	14.77	0.00365	19.099999999999998
inclusion	K	intron_retention	RPL41	chr12:56116800-56117481	+	0.663	0.663	0.663	0.663	0.262	0.262	0.262	14.77	0.00365	-40.099999999999994
inclusion	K	intron_retention	STAP2	chr19:4324530-4325215	-	0.27	0.27	0.27	0.27	0.092	0.092	0.092	14.77	0.00365	-17.8
inclusion	N	alternative_acceptor	AJM1	chr9:136848284-136849110	+	0.768	0.768	0.768	0.768	0.524	0.524	0.524	14.76	0.00365	-24.39999999999999
inclusion	N	alternative_acceptor	COG1	chr17:73193385-73196506	+	0.769	0.769	0.769	0.769	0.955	0.955	0.955	14.75	0.00367	18.599999999999994
inclusion	N	alternative_first_exon	IGFBP2	chr2:216659747-216660556	+	0.575	0.575	0.575	0.575	0.238	0.238	0.238	14.7	0.00376	-33.699999999999996
inclusion	K	alternative_acceptor	HECTD1	chr14:31129449-31133237	-	0.735	0.735	0.735	0.735	0.521	0.521	0.521	14.7	0.00377	-21.4
inclusion	N	cassette	MEMO1	chr2:31883386-31883462	-	0.864	0.864	0.864	0.864	0.963	0.963	0.963	14.68	0.00379	9.899999999999991
inclusion	K	alternative_last_exon	AC132008.2	chr3:197614623-197615563	-	0.906	0.906	0.906	0.906	0.624	0.624	0.624	14.65	0.00385	-28.20000000000001
inclusion	N	cassette	COX7B	chrX:77901744-77901867	+	0.059	0.059	0.059	0.059	0.014	0.014	0.014	14.62	0.00391	-4.499999999999999
inclusion	N	alternative_last_exon	DDX18	chr2:117826383-117828948	+	0.882	0.882	0.882	0.882	0.986	0.986	0.986	14.59	0.00396	10.399999999999991
inclusion	N	cassette	USP8	chr15:50484275-50484361	+	0.367	0.367	0.367	0.367	0.638	0.638	0.638	14.58	0.00397	27.1
inclusion	K	alternative_acceptor	SCNN1A	chr12:6355436-6355776	-	0.925	0.925	0.925	0.925	0.853	0.853	0.853	14.56	0.00399	-7.200000000000003
inclusion	N	cassette	TENT4A	chr5:6743712-6743840	+	0.862	0.862	0.862	0.862	0.982	0.982	0.982	14.56	0.00399	12.0
inclusion	K	intron_retention	ACTG1	chr17:81512116-81512231	-	0.781	0.781	0.781	0.781	0.99	0.99	0.99	14.55	0.00402	20.89999999999999
inclusion	K	cassette	ADGRL1	chr19:14152133-14152150	-	0.982	0.982	0.982	0.982	0.761	0.761	0.761	14.54	0.00404	-22.10000000000001
inclusion	K	cassette	KDM6A	chrX:45062647-45062748	+	0.539	0.539	0.539	0.539	0.203	0.203	0.203	14.52	0.00408	-33.60000000000001
inclusion	N	alternative_first_exon	AP005263.1	chr18:9102798-9117837,chr18:9103434-9117837	+	0.931	0.931	0.931	0.931	0.987	0.987	0.987	14.47	0.00416	5.599999999999994
inclusion	N	cassette	HNRNPA1	chr12:54283079-54283234	+	0.078	0.078	0.078	0.078	0.047	0.047	0.047	14.47	0.00417	-3.0999999999999996
inclusion	K	alternative_first_exon	USP4	chr3:49278452-49278813	-	0.783	0.783	0.783	0.783	0.913	0.913	0.913	14.46	0.00419	13.0
inclusion	K	alternative_last_exon	THOC3	chr5:175960133-175961050	-	0.999	0.999	0.999	0.999	0.977	0.977	0.977	14.45	0.0042	-2.200000000000003
inclusion	K	intron_retention	ARHGEF18	chr19:7470316-7470536	+	0.747	0.747	0.747	0.747	0.542	0.542	0.542	14.45	0.0042	-20.5
inclusion	N	cassette	GPBP1L1	chr1:45685576-45685620	-	0.552	0.552	0.552	0.552	0.718	0.718	0.718	14.45	0.0042	16.599999999999994
inclusion	N	cassette	TCTN1	chr12:110634670-110634779	+	0.811	0.811	0.811	0.811	0.521	0.521	0.521	14.42	0.00425	-29.000000000000007
inclusion	K	alternative_first_exon	TMEM129	chr4:1717429-1717515	-	0.553	0.553	0.553	0.553	0.771	0.771	0.771	14.4	0.00429	21.800000000000004
inclusion	K	intron_retention	UQCRB	chr8:96231516-96231773	-	0.095	0.095	0.095	0.095	0.267	0.267	0.267	14.36	0.00436	17.200000000000003
inclusion	N	cassette	PLOD2	chr3:146076782-146076895	-	0.939	0.939	0.939	0.939	0.762	0.762	0.762	14.36	0.00436	-17.69999999999999
inclusion	N	alternative_acceptor	RPL17-C18orf32	chr18:49491585-49492457	-	0.73	0.73	0.73	0.73	0.61	0.61	0.61	14.34	0.0044	-12.0
inclusion	N	alternative_last_exon	AC099850.3	chr17:59197790-59209899	+	0.673	0.673	0.673	0.673	0.51	0.51	0.51	14.34	0.0044	-16.30000000000001
inclusion	N	cassette	XPO6	chr16:28177220-28177332	-	0.818	0.818	0.818	0.818	0.913	0.913	0.913	14.32	0.00444	9.5
inclusion	K	alternative_last_exon	SEPTIN8	chr5:132758557-132760801,chr5:132758825-132760801	-	0.86	0.86	0.86	0.86	0.95	0.95	0.95	14.27	0.00454	9.0
inclusion	K	cassette	RBM26	chr13:79353153-79353224	-	0.281	0.281	0.281	0.281	0.078	0.078	0.078	14.25	0.0046	-20.3
inclusion	N	alternative_last_exon	NOL3	chr16:67170575-67174007	+	0.028	0.028	0.028	0.028	0.338	0.338	0.338	14.23	0.00462	31.000000000000004
inclusion	K	alternative_last_exon	RPS3	chr11:75404869-75405613,chr11:75404869-75405582	+	0.988	0.988	0.988	0.988	0.998	0.998	0.998	14.23	0.00464	1.0
inclusion	K	intron_retention	YTHDC2	chr5:113593391-113593481	+	0.055	0.055	0.055	0.055	0.274	0.274	0.274	14.2	0.00468	21.900000000000002
inclusion	N	alternative_acceptor	CAMSAP2	chr1:200844870-200847209	+	0.672	0.672	0.672	0.672	0.884	0.884	0.884	14.2	0.00468	21.200000000000003
inclusion	K	intron_retention	PDGFA	chr7:498575-500430	-	0.555	0.555	0.555	0.555	0.267	0.267	0.267	14.18	0.00472	-28.800000000000004
inclusion	K	alternative_acceptor	RPL17	chr18:49491834-49492257	-	0.542	0.542	0.542	0.542	0.739	0.739	0.739	14.17	0.00475	19.700000000000003
inclusion	K	cassette	SMYD2	chr1:214305187-214305250	+	0.908	0.908	0.908	0.908	0.989	0.989	0.989	14.17	0.00475	8.100000000000009
inclusion	N	cassette	MRPS28	chr8:80028695-80028796	-	0.114	0.114	0.114	0.114	0.034	0.034	0.034	14.17	0.00475	-8.0
inclusion	N	alternative_acceptor	PPP1R12C	chr19:55096336-55098783	-	0.82	0.82	0.82	0.82	0.979	0.979	0.979	14.16	0.00476	15.899999999999991
inclusion	K	alternative_last_exon	DST	chr6:56609345-56610426	-	0.43	0.43	0.43	0.43	0.12	0.12	0.12	14.15	0.00476	-31.0
inclusion	N	intron_retention	LINC01184	chr5:128082192-128082969	-	0.804	0.804	0.804	0.804	0.987	0.987	0.987	14.15	0.00476	18.299999999999997
inclusion	K	alternative_donor	ZFAND1	chr8:81718225-81721226	-	0.362	0.362	0.362	0.362	0.628	0.628	0.628	14.15	0.00476	26.6
inclusion	K	alternative_last_exon	DMKN	chr19:35497682-35498715	-	0.107	0.107	0.107	0.107	0.041	0.041	0.041	14.14	0.00477	-6.599999999999999
inclusion	N	alternative_last_exon	RAB34	chr17:28716995-28717212	-	0.609	0.609	0.609	0.609	0.795	0.795	0.795	14.14	0.00477	18.6
inclusion	K	cassette	RPN2	chr20:37238402-37238449	+	0.008	0.008	0.008	0.008	0.035	0.035	0.035	14.13	0.00479	2.7
inclusion	K	cassette	DENND1A	chr9:123450693-123450749	-	0.957	0.957	0.957	0.957	0.743	0.743	0.743	14.11	0.00483	-21.400000000000006
inclusion	N	alternative_acceptor	RNF126	chr19:649053-649678	-	0.105	0.105	0.105	0.105	0.035	0.035	0.035	14.1	0.00484	-7.0
inclusion	N	alternative_donor	TAF15	chr17:35824100-35833906	+	0.039	0.039	0.039	0.039	0.126	0.126	0.126	14.09	0.00487	8.7
inclusion	K	intron_retention	SOD2	chr6:159679299-159682473	-	0.646	0.646	0.646	0.646	0.845	0.845	0.845	14.08	0.00488	19.89999999999999
inclusion	N	alternative_acceptor	RPL17	chr18:49491834-49492457	-	0.268	0.268	0.268	0.268	0.388	0.388	0.388	14.08	0.00488	12.000000000000004
inclusion	N	alternative_acceptor	ZNF496	chr1:247329569-247329965	-	0.031	0.031	0.031	0.031	0.209	0.209	0.209	14.08	0.00488	17.799999999999997
inclusion	N	alternative_acceptor	EDF1	chr9:136862346-136862905	-	0.707	0.707	0.707	0.707	0.914	0.914	0.914	14.07	0.00488	20.700000000000003
inclusion	N	cassette	SLC35B1	chr17:49701830-49701922	-	0.037	0.037	0.037	0.037	0.002	0.002	0.002	14.06	0.0049	-3.4999999999999996
inclusion	K	cassette	METTL22	chr16:8635039-8635079	+	0.627	0.627	0.627	0.627	0.824	0.824	0.824	14.04	0.00496	19.69999999999999
inclusion	N	cassette	UFD1	chr22:19475068-19475100	-	0.791	0.791	0.791	0.791	0.905	0.905	0.905	14.04	0.00496	11.399999999999991
inclusion	N	alternative_donor	DKK3	chr11:11998780-12001436	-	0.026	0.026	0.026	0.026	0.077	0.077	0.077	14.03	0.00497	5.1
inclusion	N	cassette	POLR2D	chr2:127850590-127850685	-	0.824	0.824	0.824	0.824	0.955	0.955	0.955	14.03	0.00497	13.100000000000009
inclusion	K	intron_retention	ALKBH2	chr12:109092788-109093246	-	0.631	0.631	0.631	0.631	0.388	0.388	0.388	14.02	0.00498	-24.299999999999997
inclusion	K	intron_retention	TASOR	chr3:56633844-56638705	-	0.525	0.525	0.525	0.525	0.238	0.238	0.238	14.02	0.00498	-28.700000000000003
inclusion	N	cassette	AC068896.3	chr10:124696158-124696212	-	0.6	0.6	0.6	0.6	0.825	0.825	0.825	14.01	0.005	22.5
inclusion	N	cassette	ERP29	chr12:112019756-112019894	+	0.811	0.811	0.811	0.811	0.889	0.889	0.889	14	0.00502	7.799999999999997
inclusion	K	cassette	PRPF3	chr1:150327557-150327652	+	0.081	0.081	0.081	0.081	0.013	0.013	0.013	13.99	0.00503	-6.8
inclusion	K	alternative_last_exon	YEATS2	chr3:183790981-183793115	+	0.081	0.081	0.081	0.081	0.194	0.194	0.194	13.98	0.00505	11.300000000000002
inclusion	K	alternative_acceptor	METTL17	chr14:20990599-20992091	+	0.113	0.113	0.113	0.113	0.041	0.041	0.041	13.97	0.00506	-7.2
inclusion	K	alternative_last_exon	HPS1	chr10:98442958-98443123	-	0.348	0.348	0.348	0.348	0.534	0.534	0.534	13.97	0.00506	18.60000000000001
inclusion	N	cassette	COL27A1	chr9:114250615-114250668	+	0.879	0.879	0.879	0.879	0.513	0.513	0.513	13.95	0.00511	-36.6
inclusion	N	cassette	ATG13	chr11:46630045-46630100	+	0.645	0.645	0.645	0.645	0.791	0.791	0.791	13.94	0.00514	14.600000000000009
inclusion	K	alternative_acceptor	PLPPR2	chr19:11357740-11359531	+	0.642	0.642	0.642	0.642	0.447	0.447	0.447	13.88	0.0053	-19.5
inclusion	N	alternative_acceptor	PRSS12	chr4:118282244-118282830	-	0.984	0.984	0.984	0.984	0.809	0.809	0.809	13.86	0.00533	-17.5
inclusion	N	cassette	SLC20A1	chr2:112657122-112657241	+	0.996	0.996	0.996	0.996	0.962	0.962	0.962	13.86	0.00534	-3.3999999999999915
inclusion	K	cassette	RBMS1	chr2:160282257-160282304	-	0.268	0.268	0.268	0.268	0.14	0.14	0.14	13.85	0.00536	-12.799999999999999
inclusion	K	alternative_first_exon	PLA2G6	chr22:38126450-38128268	-	0.125	0.125	0.125	0.125	0.461	0.461	0.461	13.83	0.00539	33.6
inclusion	N	cassette	GAS6	chr13:113848026-113848050	-	0.959	0.959	0.959	0.959	0.998	0.998	0.998	13.82	0.00541	3.9000000000000057
inclusion	N	cassette	CBX7	chr22:39138636-39138702	-	0.714	0.714	0.714	0.714	0.978	0.978	0.978	13.81	0.00545	26.400000000000006
inclusion	K	intron_retention	DAB2IP	chr9:121782402-121783535	+	0.708	0.708	0.708	0.708	0.572	0.572	0.572	13.77	0.00555	-13.600000000000001
inclusion	K	cassette	BZW2	chr7:16685924-16686040	+	0.941	0.941	0.941	0.941	0.996	0.996	0.996	13.77	0.00555	5.5
