inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1D2.S28_mtdmso_b1	M1D3.S36_mtdmso_b1	M2D2.S26_mtdmso_b1	lr	padj	dpsi
inclusion	N	intron_retention	LETMD1	chr12:51049186-51055834	+	0.294	0.294	0.294	0.294	0.034	0.034	0.034	15.06	0.00335	-26.0
inclusion	K	cassette	OS9	chr12:57720099-57720263	+	0.691	0.691	0.691	0.691	0.792	0.792	0.792	15.04	0.00338	10.100000000000009
inclusion	N	cassette	BCAS3	chr17:61388618-61388708	+	0.005	0.005	0.005	0.005	0.082	0.082	0.082	14.99	0.00347	7.700000000000001
inclusion	K	alternative_last_exon	STRADA	chr17:63726696-63728333	-	0.287	0.287	0.287	0.287	0.054	0.054	0.054	14.98	0.00349	-23.299999999999997
inclusion	N	alternative_last_exon	GLMP	chr1:156293430-156294017,chr1:156293577-156294017,chr1:156293711-156294017	-	0.941	0.941	0.941	0.941	0.997	0.997	0.997	14.97	0.00349	5.6000000000000085
inclusion	N	alternative_donor	FBXL6	chr8:144356532-144356599	-	0.722	0.722	0.722	0.722	0.981	0.981	0.981	14.96	0.00351	25.89999999999999
inclusion	N	alternative_acceptor	ZDHHC3	chr3:44918144-44929305	-	0.352	0.352	0.352	0.352	0.157	0.157	0.157	14.94	0.00354	-19.499999999999996
inclusion	N	cassette	TBCD	chr17:82909285-82909307	+	0.894	0.894	0.894	0.894	0.994	0.994	0.994	14.93	0.00356	10.0
inclusion	K	alternative_last_exon	MED25	chr19:49836407-49836846	+	0.5	0.5	0.5	0.5	0.719	0.719	0.719	14.91	0.00357	21.89999999999999
inclusion	N	cassette	NDUFA3	chr19:54106353-54106446	+	0.127	0.127	0.127	0.127	0.046	0.046	0.046	14.9	0.00359	-8.1
inclusion	N	cassette	PPARD	chr6:35347067-35347150	+	0.818	0.818	0.818	0.818	0.973	0.973	0.973	14.89	0.0036	15.5
inclusion	K	intron_retention	HLA-DMA	chr6:32949788-32950518	-	0.977	0.977	0.977	0.977	0.756	0.756	0.756	14.89	0.00361	-22.10000000000001
inclusion	N	cassette	MORF4L2	chrX:103678499-103678651	-	0.909	0.909	0.909	0.909	0.802	0.802	0.802	14.88	0.00361	-10.700000000000003
inclusion	K	intron_retention	WDR13	chrX:48597615-48597957	+	0.29	0.29	0.29	0.29	0.159	0.159	0.159	14.86	0.00365	-13.099999999999996
inclusion	K	intron_retention	TSSC4	chr11:2402653-2402844	+	0.9	0.9	0.9	0.9	0.745	0.745	0.745	14.85	0.00367	-15.5
inclusion	K	alternative_donor	TPT1	chr13:45340185-45340711	-	0.984	0.984	0.984	0.984	0.966	0.966	0.966	14.82	0.0037	-1.8000000000000114
inclusion	K	alternative_first_exon	LIG1	chr19:48161508-48162261	-	0.99	0.99	0.99	0.99	0.859	0.859	0.859	14.82	0.0037	-13.099999999999994
inclusion	K	intron_retention	TBCE	chr1:235448441-235448669	+	0.337	0.337	0.337	0.337	0.163	0.163	0.163	14.82	0.0037	-17.400000000000002
inclusion	N	coord_cassette	DGUOK	chr2:73950585-73950732	+	0.39	0.39	0.39	0.39	0.659	0.659	0.659	14.82	0.0037	26.900000000000006
inclusion	N	alternative_donor	TTC17	chr11:43444210-43448001	+	0.758	0.758	0.758	0.758	0.906	0.906	0.906	14.79	0.00373	14.800000000000011
inclusion	N	alternative_first_exon	MRNIP	chr5:179837886-179840871	-	0.947	0.947	0.947	0.947	0.756	0.756	0.756	14.79	0.00373	-19.099999999999994
inclusion	N	alternative_last_exon	PXMP2	chr12:132690377-132695883	+	0.543	0.543	0.543	0.543	0.828	0.828	0.828	14.79	0.00373	28.499999999999993
inclusion	N	cassette	COP1	chr1:176136488-176136547	-	0.824	0.824	0.824	0.824	0.648	0.648	0.648	14.79	0.00373	-17.599999999999994
inclusion	N	cassette	VEGFC	chr4:176711499-176711650	-	0.945	0.945	0.945	0.945	0.838	0.838	0.838	14.79	0.00373	-10.700000000000003
inclusion	K	alternative_last_exon	MAP4	chr3:47912422-47914816	-	0.059	0.059	0.059	0.059	0.015	0.015	0.015	14.76	0.00379	-4.3999999999999995
inclusion	K	intron_retention	C11orf68	chr11:65918219-65918909	-	0.313	0.313	0.313	0.313	0.039	0.039	0.039	14.74	0.00381	-27.400000000000002
inclusion	K	alternative_first_exon	CLTCL1	chr22:19183612-19187557	-	0.668	0.668	0.668	0.668	0.408	0.408	0.408	14.71	0.00385	-26.0
inclusion	N	intron_retention	NAB2	chr12:57094921-57095026	+	0.965	0.965	0.965	0.965	0.998	0.998	0.998	14.72	0.00385	3.299999999999997
inclusion	N	cassette	HSDL2	chr9:112416841-112416944	+	0.779	0.779	0.779	0.779	0.954	0.954	0.954	14.71	0.00386	17.499999999999986
inclusion	N	alternative_last_exon	AC004151.1	chr19:1076514-1088162	.	0.657	0.657	0.657	0.657	0.777	0.777	0.777	14.68	0.0039	12.0
inclusion	K	cassette	IQSEC1	chr3:12902773-12902822	-	0.443	0.443	0.443	0.443	0.812	0.812	0.812	14.67	0.00393	36.900000000000006
inclusion	N	cassette	ZC3HC1	chr7:130048974-130049144	-	0.728	0.728	0.728	0.728	0.953	0.953	0.953	14.67	0.00393	22.5
inclusion	N	cassette	HEMK1	chr3:50577826-50577875	+	0.879	0.879	0.879	0.879	0.987	0.987	0.987	14.65	0.00395	10.799999999999997
inclusion	N	cassette	SNHG32	chr6:31836424-31836517	+	0.504	0.504	0.504	0.504	0.394	0.394	0.394	14.65	0.00395	-11.0
inclusion	K	intron_retention	UCHL3	chr13:75549863-75549975	+	0.107	0.107	0.107	0.107	0.021	0.021	0.021	14.64	0.00396	-8.6
inclusion	K	alternative_first_exon	TRAK1	chr3:42091561-42125419	+	0.064	0.064	0.064	0.064	0.298	0.298	0.298	14.63	0.00398	23.4
inclusion	N	cassette	TLN1	chr9:35722861-35722921	-	0.965	0.965	0.965	0.965	0.998	0.998	0.998	14.61	0.004	3.299999999999997
inclusion	N	cassette	MEGF8	chr19:42371350-42371482	+	0.379	0.379	0.379	0.379	0.581	0.581	0.581	14.59	0.00404	20.199999999999996
inclusion	N	cassette	CEP164	chr11:117363429-117363506	+	0.322	0.322	0.322	0.322	0.156	0.156	0.156	14.59	0.00405	-16.6
inclusion	K	alternative_acceptor	RPL9	chr4:39458599-39458890	-	0.381	0.381	0.381	0.381	0.259	0.259	0.259	14.58	0.00405	-12.2
inclusion	K	cassette	CHMP7	chr8:23259066-23259126	+	0.914	0.914	0.914	0.914	0.989	0.989	0.989	14.58	0.00405	7.5
inclusion	N	intron_retention	SH3BGRL3	chr1:26280923-26281057	+	0.858	0.858	0.858	0.858	0.991	0.991	0.991	14.57	0.00407	13.299999999999997
inclusion	N	alternative_last_exon	RPS27	chr1:153990803-153990913	+	0.012	0.012	0.012	0.012	0.004	0.004	0.004	14.57	0.00407	-0.7999999999999999
inclusion	N	cassette	TOM1L1	chr17:54905489-54905567	+	0.899	0.899	0.899	0.899	0.993	0.993	0.993	14.56	0.00408	9.399999999999991
inclusion	K	alternative_last_exon	SNRNP35	chr12:123458217-123471091	+	0.398	0.398	0.398	0.398	0.232	0.232	0.232	14.55	0.00409	-16.6
inclusion	K	alternative_acceptor	EXOSC8	chr13:37007072-37008056	+	0.826	0.826	0.826	0.826	0.989	0.989	0.989	14.54	0.0041	16.30000000000001
inclusion	K	intron_retention	WDR83	chr19:12669894-12669976	+	0.165	0.165	0.165	0.165	0.042	0.042	0.042	14.54	0.00411	-12.3
inclusion	K	alternative_acceptor	PLPPR2	chr19:11357740-11359531	+	0.643	0.643	0.643	0.643	0.452	0.452	0.452	14.53	0.00411	-19.099999999999994
inclusion	N	cassette	PLAA	chr9:26917097-26917165	-	0.541	0.541	0.541	0.541	0.758	0.758	0.758	14.53	0.00411	21.699999999999996
inclusion	K	alternative_last_exon	CASC4	chr15:44380977-44402886	+	0.491	0.491	0.491	0.491	0.734	0.734	0.734	14.49	0.00418	24.300000000000004
inclusion	K	cassette	RAB9A	chrX:13703814-13703902	+	0.492	0.492	0.492	0.492	0.804	0.804	0.804	14.48	0.00421	31.200000000000003
inclusion	K	cassette	RBCK1	chr20:420871-421031	+	0.841	0.841	0.841	0.841	0.954	0.954	0.954	14.48	0.00421	11.299999999999997
inclusion	K	cassette	MBD1	chr18:50274186-50274353	-	0.612	0.612	0.612	0.612	0.77	0.77	0.77	14.46	0.00423	15.800000000000004
inclusion	K	cassette	RAI14	chr5:34813574-34813660	+	0.581	0.581	0.581	0.581	0.772	0.772	0.772	14.44	0.00426	19.10000000000001
inclusion	K	intron_retention	EPHX1	chr1:225842475-225844497	+	0.072	0.072	0.072	0.072	0.017	0.017	0.017	14.44	0.00426	-5.499999999999999
inclusion	N	cassette	ITGB6	chr2:160196216-160196420	-	0.982	0.982	0.982	0.982	0.912	0.912	0.912	14.44	0.00426	-7.0
inclusion	K	alternative_last_exon	AZI2	chr3:28331951-28332368,chr3:28331955-28332368	-	0.405	0.405	0.405	0.405	0.649	0.649	0.649	14.43	0.00426	24.400000000000006
inclusion	N	alternative_last_exon	FAM200B	chr4:15687149-15688550	+	0.756	0.756	0.756	0.756	0.353	0.353	0.353	14.43	0.00426	-40.3
inclusion	K	cassette	MARK2	chr11:63903986-63904147	+	0.617	0.617	0.617	0.617	0.454	0.454	0.454	14.41	0.00431	-16.300000000000004
inclusion	K	cassette	UBE2K	chr4:39777682-39777810	+	0.969	0.969	0.969	0.969	0.906	0.906	0.906	14.4	0.00433	-6.299999999999983
inclusion	N	alternative_donor	AARS1	chr16:70282785-70289529	-	0.084	0.084	0.084	0.084	0.007	0.007	0.007	14.37	0.00439	-7.7
inclusion	N	intron_retention	GPR87	chr3:151316656-151316763	-	0.899	0.899	0.899	0.899	0.973	0.973	0.973	14.35	0.00444	7.3999999999999915
inclusion	K	intron_retention	MAX	chr14:65076664-65077327	-	0.3	0.3	0.3	0.3	0.732	0.732	0.732	14.33	0.00446	43.2
inclusion	K	alternative_last_exon	BRD8	chr5:138159600-138160068	-	0.496	0.496	0.496	0.496	0.7	0.7	0.7	14.32	0.00448	20.4
inclusion	K	cassette	TOM1L1	chr17:54903708-54903792	+	0.868	0.868	0.868	0.868	0.984	0.984	0.984	14.31	0.00451	11.600000000000009
inclusion	N	alternative_first_exon	MYO19	chr17:36496407-36499074	-	0.059	0.059	0.059	0.059	0.004	0.004	0.004	14.27	0.0046	-5.499999999999999
inclusion	N	cassette	DPH7	chr9:137576309-137576402	-	0.703	0.703	0.703	0.703	0.419	0.419	0.419	14.26	0.00462	-28.4
inclusion	K	cassette	ARFRP1	chr20:63701830-63701898	-	0.889	0.889	0.889	0.889	0.985	0.985	0.985	14.23	0.00468	9.599999999999994
inclusion	N	alternative_acceptor	nogene	chr12:52491710-52519133	-	0.749	0.749	0.749	0.749	0.46	0.46	0.46	14.22	0.00469	-28.900000000000006
inclusion	K	alternative_acceptor	RPL17	chr18:49491834-49492257	-	0.542	0.542	0.542	0.542	0.759	0.759	0.759	14.2	0.00473	21.700000000000003
inclusion	K	intron_retention	KDM6B	chr17:7853381-7853497	+	0.367	0.367	0.367	0.367	0.19	0.19	0.19	14.2	0.00473	-17.700000000000003
inclusion	K	intron_retention	PCED1A	chr20:2839934-2840210	-	0.239	0.239	0.239	0.239	0.085	0.085	0.085	14.2	0.00473	-15.399999999999999
inclusion	N	cassette	GOLGA4	chr3:37337143-37337163	+	0.901	0.901	0.901	0.901	0.992	0.992	0.992	14.2	0.00473	9.099999999999994
inclusion	K	intron_retention	RPL41	chr12:56116800-56117481	+	0.659	0.659	0.659	0.659	0.24	0.24	0.24	14.18	0.00476	-41.900000000000006
inclusion	K	intron_retention	SQSTM1	chr5:179806592-179811573	+	0.559	0.559	0.559	0.559	0.763	0.763	0.763	14.17	0.00478	20.39999999999999
inclusion	K	cassette	MAPT	chr17:46010310-46010402	+	0.093	0.093	0.093	0.093	0.347	0.347	0.347	14.13	0.00487	25.399999999999995
inclusion	N	cassette	SMYD3	chr1:245915530-245915640	-	0.876	0.876	0.876	0.876	0.977	0.977	0.977	14.13	0.00488	10.100000000000009
inclusion	N	alternative_donor	NOP14	chr4:2938189-2938302	-	0.765	0.765	0.765	0.765	0.958	0.958	0.958	14.1	0.00493	19.299999999999997
inclusion	N	intron_retention	nogene	chr22:37948380-37948550	+	0.824	0.824	0.824	0.824	0.977	0.977	0.977	14.08	0.00497	15.300000000000011
inclusion	N	alternative_last_exon	SRSF2	chr17:76735876-76736153	-	0.075	0.075	0.075	0.075	0.188	0.188	0.188	14.06	0.00504	11.3
inclusion	K	alternative_last_exon	DMKN	chr19:35497682-35498715	-	0.108	0.108	0.108	0.108	0.039	0.039	0.039	14.05	0.00505	-6.9
inclusion	N	cassette	CUTC	chr10:99750369-99750396	+	0.633	0.633	0.633	0.633	0.871	0.871	0.871	14.05	0.00505	23.799999999999997
inclusion	N	cassette	NCOA6	chr20:34758805-34758933	-	0.98	0.98	0.98	0.98	0.863	0.863	0.863	14.02	0.00511	-11.700000000000003
inclusion	K	alternative_last_exon	AC106886.6	chr16:30741909-30743781	+	0.895	0.895	0.895	0.895	0.969	0.969	0.969	14.02	0.00511	7.3999999999999915
inclusion	N	alternative_last_exon	PHYKPL	chr5:178222493-178222851,chr5:178222546-178222851,chr5:178222581-178222851	-	0.702	0.702	0.702	0.702	0.86	0.86	0.86	14.02	0.00511	15.800000000000011
inclusion	K	alternative_last_exon	COPS7B	chr2:231788733-231791732	+	0.877	0.877	0.877	0.877	0.989	0.989	0.989	14.01	0.00512	11.200000000000003
inclusion	K	alternative_donor	AC009084.1	chr16:66942786-66943298	+	0.946	0.946	0.946	0.946	0.856	0.856	0.856	13.99	0.00516	-9.0
inclusion	K	intron_retention	SLC35C2	chr20:46358764-46364370	-	0.263	0.263	0.263	0.263	0.132	0.132	0.132	13.98	0.00518	-13.1
inclusion	N	intron_retention	ATXN2L	chr16:28836123-28836325	+	0.879	0.879	0.879	0.879	0.973	0.973	0.973	13.97	0.0052	9.399999999999991
inclusion	N	intron_retention	IDH3B	chr20:2658522-2658757	.	0.887	0.887	0.887	0.887	0.766	0.766	0.766	13.96	0.00521	-12.100000000000009
inclusion	K	alternative_last_exon	EVC	chr4:5798793-5801749	+	0.246	0.246	0.246	0.246	0.051	0.051	0.051	13.96	0.00522	-19.5
inclusion	N	intron_retention	TUBB6	chr18:12308350-12329145	+	0.5	0.5	0.5	0.5	0.729	0.729	0.729	13.95	0.00523	22.89999999999999
inclusion	K	intron_retention	FBXW5	chr9:136942696-136942768	-	0.122	0.122	0.122	0.122	0.044	0.044	0.044	13.93	0.00529	-7.8
inclusion	K	alternative_first_exon	ADGRG6	chr6:142302740-142309543	+	0.026	0.026	0.026	0.026	0.349	0.349	0.349	13.9	0.00536	32.3
inclusion	K	intron_retention	APH1A	chr1:150266195-150266532	-	0.452	0.452	0.452	0.452	0.562	0.562	0.562	13.89	0.00538	11.0
inclusion	K	alternative_acceptor	LRRC75B	chr22:24588330-24589820	-	0.491	0.491	0.491	0.491	0.236	0.236	0.236	13.87	0.00544	-25.500000000000004
inclusion	K	cassette	RWDD2B	chr21:29008240-29008307	-	0.591	0.591	0.591	0.591	0.844	0.844	0.844	13.83	0.00554	25.299999999999997
inclusion	N	alternative_last_exon	TMPRSS9	chr19:2374286-2426564	.	0.199	0.199	0.199	0.199	0.468	0.468	0.468	13.83	0.00554	26.900000000000002
inclusion	N	alternative_acceptor	BCL2L2-PABPN1	chr14:23319831-23320831	+	0.56	0.56	0.56	0.56	0.801	0.801	0.801	13.8	0.00561	24.1
inclusion	N	alternative_first_exon	SEC31A	chr4:82829059-82844385	-	0.276	0.276	0.276	0.276	0.157	0.157	0.157	13.8	0.00561	-11.900000000000002
inclusion	N	coord_cassette	TBCD	chr17:82907761-82907821	+	0.939	0.939	0.939	0.939	0.996	0.996	0.996	13.8	0.00561	5.700000000000003
inclusion	K	intron_retention	ARG2	chr14:67647026-67648046	+	0.11	0.11	0.11	0.11	0.331	0.331	0.331	13.78	0.00565	22.1
inclusion	N	alternative_last_exon	RPS21	chr20:62387675-62387842	+	0.996	0.996	0.996	0.996	0.985	0.985	0.985	13.78	0.00565	-1.0999999999999943
inclusion	N	alternative_acceptor	SLC1A5	chr19:46775748-46776974	-	0.995	0.995	0.995	0.995	0.954	0.954	0.954	13.77	0.00566	-4.1000000000000085
inclusion	N	alternative_acceptor	nogene	chr19:46760396-46776974	-	0.005	0.005	0.005	0.005	0.046	0.046	0.046	13.76	0.00567	4.1
inclusion	N	alternative_donor	TIMM10B	chr11:6482321-6482839	+	0.684	0.684	0.684	0.684	0.968	0.968	0.968	13.76	0.00567	28.39999999999999
inclusion	K	intron_retention	MYO9B	chr19:17211787-17211894	+	0.51	0.51	0.51	0.51	0.256	0.256	0.256	13.72	0.00579	-25.4
inclusion	N	cassette	EPHA2	chr1:16150896-16150963	-	0.88	0.88	0.88	0.88	0.99	0.99	0.99	13.72	0.0058	11.0
inclusion	K	intron_retention	ANKRD13A	chr12:110027767-110028511	+	0.228	0.228	0.228	0.228	0.101	0.101	0.101	13.71	0.0058	-12.7
inclusion	K	cassette	AC010642.2	chr19:58325275-58325361	-	0.526	0.526	0.526	0.526	0.77	0.77	0.77	13.67	0.00591	24.4
inclusion	K	alternative_first_exon	RASAL2	chr1:178341609-178390099	+	0.021	0.021	0.021	0.021	0.322	0.322	0.322	13.67	0.00592	30.1
inclusion	N	alternative_last_exon	UBE2J2	chr1:1267993-1273665	-	0.833	0.833	0.833	0.833	0.959	0.959	0.959	13.67	0.00592	12.599999999999994
inclusion	N	cassette	COL7A1	chr3:48571243-48571278	-	0.997	0.997	0.997	0.997	0.965	0.965	0.965	13.66	0.00594	-3.200000000000003
inclusion	K	alternative_first_exon	SIN3B	chr19:16862560-16863679	+	0.683	0.683	0.683	0.683	0.89	0.89	0.89	13.65	0.00595	20.69999999999999
inclusion	N	alternative_donor	GLG1	chr16:74452132-74452230	-	0.744	0.744	0.744	0.744	0.488	0.488	0.488	13.63	0.006	-25.60000000000001
inclusion	N	alternative_last_exon	EEF2	chr19:3979437-3979807	-	0.99	0.99	0.99	0.99	0.998	0.998	0.998	13.63	0.006	0.7999999999999972
inclusion	K	alternative_acceptor	PPIE	chr1:39743925-39745374	+	0.93	0.93	0.93	0.93	0.828	0.828	0.828	13.62	0.00603	-10.200000000000003
inclusion	K	intron_retention	SLC29A2	chr11:66366232-66366430	-	0.142	0.142	0.142	0.142	0.419	0.419	0.419	13.6	0.00608	27.7
inclusion	N	alternative_acceptor	MAN2B1	chr19:12655880-12656570	-	0.978	0.978	0.978	0.978	0.916	0.916	0.916	13.6	0.00608	-6.199999999999989
inclusion	K	intron_retention	EMC6	chr17:3668900-3669097	+	0.148	0.148	0.148	0.148	0.069	0.069	0.069	13.59	0.00611	-7.899999999999999
inclusion	K	coord_cassette	IFI16	chr1:159045297-159045464	+	0.59	0.59	0.59	0.59	0.351	0.351	0.351	13.58	0.00612	-23.900000000000006
inclusion	K	alternative_first_exon	RFFL	chr17:35026562-35089104	-	0.746	0.746	0.746	0.746	0.968	0.968	0.968	13.56	0.00616	22.200000000000003
inclusion	N	alternative_acceptor	UBE2G2	chr21:44776146-44777298	-	0.277	0.277	0.277	0.277	0.085	0.085	0.085	13.56	0.00616	-19.200000000000003
inclusion	N	alternative_acceptor	LDOC1	chrX:141176409-141176892	-	0.235	0.235	0.235	0.235	0.476	0.476	0.476	13.56	0.00616	24.099999999999994
inclusion	N	cassette	KIAA1217	chr10:24536774-24536893	+	0.93	0.93	0.93	0.93	0.775	0.775	0.775	13.55	0.00617	-15.5
inclusion	K	alternative_donor	RACK1	chr5:181242346-181243679	-	0.014	0.014	0.014	0.014	0.007	0.007	0.007	13.55	0.00617	-0.7000000000000001
inclusion	N	cassette	AGO4	chr1:35832437-35832570	+	0.623	0.623	0.623	0.623	0.931	0.931	0.931	13.54	0.00618	30.80000000000001
inclusion	N	cassette	C9orf85	chr9:71947006-71947112	+	0.78	0.78	0.78	0.78	0.983	0.983	0.983	13.54	0.00618	20.299999999999997
inclusion	N	cassette	USP8	chr15:50484275-50484361	+	0.366	0.366	0.366	0.366	0.601	0.601	0.601	13.53	0.00622	23.499999999999993
inclusion	K	intron_retention	STARD5	chr15:81322949-81324000	-	0.228	0.228	0.228	0.228	0.054	0.054	0.054	13.52	0.00624	-17.4
inclusion	N	alternative_acceptor	TSSC4	chr11:2402653-2402749	+	0.862	0.862	0.862	0.862	0.665	0.665	0.665	13.52	0.00624	-19.700000000000003
inclusion	N	cassette	EIF4A2	chr3:186788310-186788420	+	0.052	0.052	0.052	0.052	0.13	0.13	0.13	13.52	0.00624	7.8
inclusion	N	cassette	AP1G2	chr14:23561962-23562066	-	0.822	0.822	0.822	0.822	0.938	0.938	0.938	13.51	0.00624	11.600000000000009
inclusion	K	alternative_last_exon	CHAMP1	chr13:114321233-114323834,chr13:114321233-114323790,chr13:114321233-114323787	+	0.753	0.753	0.753	0.753	0.925	0.925	0.925	13.5	0.00626	17.200000000000003
inclusion	N	cassette	HDAC11	chr3:13500713-13500789	+	0.571	0.571	0.571	0.571	0.779	0.779	0.779	13.49	0.00629	20.80000000000001
inclusion	N	cassette	ZER1	chr9:128739931-128740119	-	0.942	0.942	0.942	0.942	0.993	0.993	0.993	13.49	0.0063	5.1000000000000085
inclusion	K	intron_retention	ADCY3	chr2:24820849-24821516	-	0.038	0.038	0.038	0.038	0.119	0.119	0.119	13.48	0.0063	8.099999999999998
inclusion	K	intron_retention	SOX15	chr17:7589739-7589986	-	0.996	0.996	0.996	0.996	0.944	0.944	0.944	13.47	0.00633	-5.200000000000003
inclusion	K	cassette	STX16	chr20:58669302-58669453	+	0.818	0.818	0.818	0.818	0.984	0.984	0.984	13.46	0.00635	16.60000000000001
inclusion	N	cassette	TBRG1	chr11:124626473-124626609	+	0.233	0.233	0.233	0.233	0.462	0.462	0.462	13.46	0.00635	22.900000000000002
inclusion	N	alternative_last_exon	ERICH1	chr8:664677-668597	-	0.928	0.928	0.928	0.928	0.667	0.667	0.667	13.46	0.00636	-26.10000000000001
inclusion	K	alternative_last_exon	NUBP2	chr16:1786656-1786756,chr16:1786656-1786737	+	0.463	0.463	0.463	0.463	0.616	0.616	0.616	13.45	0.00636	15.299999999999997
inclusion	K	cassette	GFM2	chr5:74738502-74738642	-	0.992	0.992	0.992	0.992	0.87	0.87	0.87	13.45	0.00636	-12.200000000000003
inclusion	K	alternative_first_exon	AGTRAP	chr1:11745838-11747439	+	0.898	0.898	0.898	0.898	0.957	0.957	0.957	13.44	0.00638	5.900000000000006
inclusion	K	cassette	CPM	chr12:68885792-68885889	-	0.701	0.701	0.701	0.701	0.979	0.979	0.979	13.42	0.00642	27.799999999999997
inclusion	K	cassette	GGPS1	chr1:235335242-235335334	+	0.858	0.858	0.858	0.858	0.979	0.979	0.979	13.43	0.00642	12.099999999999994
inclusion	K	alternative_first_exon	TSKU	chr11:76783405-76795608	+	0.975	0.975	0.975	0.975	0.876	0.876	0.876	13.41	0.00645	-9.900000000000006
inclusion	K	alternative_first_exon	ZFP64	chr20:52098588-52105131	-	0.547	0.547	0.547	0.547	0.821	0.821	0.821	13.41	0.00647	27.39999999999999
inclusion	K	alternative_last_exon	TM2D3	chr15:101651774-101652270	-	0.268	0.268	0.268	0.268	0.022	0.022	0.022	13.4	0.00648	-24.6
inclusion	K	alternative_first_exon	CTTN	chr11:70420511-70422939	+	0.104	0.104	0.104	0.104	0.202	0.202	0.202	13.37	0.00658	9.800000000000002
inclusion	K	alternative_first_exon	SSBP3	chr1:54281528-54335796	-	0.284	0.284	0.284	0.284	0.142	0.142	0.142	13.36	0.0066	-14.2
inclusion	N	cassette	EDEM2	chr20:35144979-35145018	-	0.819	0.819	0.819	0.819	0.931	0.931	0.931	13.35	0.00662	11.200000000000017
inclusion	K	intron_retention	SLC29A2	chr11:66366022-66366125	-	0.133	0.133	0.133	0.133	0.402	0.402	0.402	13.35	0.00662	26.900000000000002
inclusion	N	alternative_donor	STARD5	chr15:81322949-81324000	-	0.761	0.761	0.761	0.761	0.932	0.932	0.932	13.33	0.00668	17.10000000000001
inclusion	N	cassette	SPG21	chr15:64983507-64983593	-	0.845	0.845	0.845	0.845	0.928	0.928	0.928	13.33	0.00668	8.300000000000011
inclusion	K	alternative_last_exon	MMP24OS	chr20:35277933-35278008	-	0.902	0.902	0.902	0.902	0.994	0.994	0.994	13.3	0.00677	9.200000000000003
inclusion	K	cassette	NARS2	chr11:78441091-78441117	-	0.858	0.858	0.858	0.858	0.989	0.989	0.989	13.3	0.00678	13.100000000000009
inclusion	N	alternative_donor	SLC6A15	chr12:84876608-84883854	-	0.156	0.156	0.156	0.156	0.052	0.052	0.052	13.29	0.00679	-10.399999999999999
inclusion	K	cassette	RBM26	chr13:79353153-79353224	-	0.279	0.279	0.279	0.279	0.092	0.092	0.092	13.28	0.00681	-18.700000000000003
inclusion	K	alternative_donor	CD151	chr11:833027-834529	+	0.972	0.972	0.972	0.972	0.807	0.807	0.807	13.23	0.007	-16.5
inclusion	K	alternative_acceptor	UBE2H	chr7:129839336-129857510	-	0.923	0.923	0.923	0.923	0.99	0.99	0.99	13.22	0.007	6.699999999999989
inclusion	N	cassette	KANSL3	chr2:96615492-96615544	-	0.298	0.298	0.298	0.298	0.089	0.089	0.089	13.22	0.007	-20.9
inclusion	K	alternative_last_exon	SKA2	chr17:59119496-59131280	-	0.767	0.767	0.767	0.767	0.594	0.594	0.594	13.22	0.00702	-17.300000000000004
inclusion	N	cassette	FAM122B	chrX:134789580-134789636	-	0.198	0.198	0.198	0.198	0.409	0.409	0.409	13.21	0.00702	21.099999999999998
inclusion	N	intron_retention	nogene	chr12:52450594-52491709	-	0.681	0.681	0.681	0.681	0.304	0.304	0.304	13.2	0.00706	-37.70000000000001
